"Date"	"Station"	"Tow"	"Time"	"Tide"	"Bottom Depth"	"Cable Out"	"Duration"	"Net Meter Serial"	"Net Meter Start"	"Net Meter End"	"Net Meter Check"	"CB Meter Serial"	"CB Meter Start"	"CB Meter End"	"CB Meter Check"	"Comments"
4/10/1996 0:00:00	910	1	12/30/1899 14:50:00	"2"	35	225	10.00	13287	518899	542473	23574	12215	333922	354538	20616	
4/10/1996 0:00:00	910	2	12/30/1899 15:04:00	"2"	35	225	10.00	13287	542473	566813	24340	12215				
4/10/1996 0:00:00	910	3	12/30/1899 15:15:00	"2"	35	225	10.00	13287	566813	590803	23990	12215				
4/10/1996 0:00:00	912	1	12/30/1899 15:42:00	"2"	35	225	10.00	13287	590799	612770	21971	12215	395899	414974	19075	
4/10/1996 0:00:00	912	2	12/30/1899 15:57:00	"2"	35	225	10.00	13287	612770	634677	21907	12215				
4/10/1996 0:00:00	912	3	12/30/1899 16:12:00	"2"	35	225	10.00	13287	634677	656665	21988	12215				
4/10/1996 0:00:00	914	1	12/30/1899 13:43:00	"2"	30	175	10.00	13287	450560	473388	22828	12215	286830	305494	18664	
4/10/1996 0:00:00	914	2	12/30/1899 14:00:00	"2"	30	175	10.00	13287	473388	496274	22886	12215				
4/10/1996 0:00:00	914	3	12/30/1899 14:12:00	"2"	30	175	10.00	13287	496274	518913	22639	12215				
4/10/1996 0:00:00	915	1	12/30/1899 11:00:00	"2"	25	150	10.00	13287	308553	331476	22923	12215	174705	192364	17659	"rinsed net with bucket"
4/10/1996 0:00:00	915	2	12/30/1899 11:14:00	"2"	25	150	10.00	13287	331476	355735	24259	12215				
4/10/1996 0:00:00	915	3	12/30/1899 11:30:00	"2"	25	150	10.00	13287	355735	378569	22834	12215				
4/10/1996 0:00:00	918	1	12/30/1899 12:02:00	"2"	20	125	10.00	13287	379151	400698	21547	12215	257751	278197	20446	
4/10/1996 0:00:00	918	2	12/30/1899 12:16:00	"2"	20	125	10.00	13287	400698	425542	24844	12215				
4/10/1996 0:00:00	918	3	12/30/1899 12:30:00	"2"	20	125	10.00	13287	425542	448357	22815	12215				
4/11/1996 0:00:00	705	1	12/30/1899 15:16:00	"2"	20	125	10.00	13287	161003	182072	21069	12215	857322	875929	18607	
4/11/1996 0:00:00	705	2	12/30/1899 15:30:00	"2"	20	125	10.00	13287	182072	204785	22713	12215				
4/11/1996 0:00:00	705	3	12/30/1899 15:43:00	"2"	20	125	10.00	13287	204785	228331	23546	12215				
4/11/1996 0:00:00	707	1	12/30/1899 14:18:00	"2"	30	175	10.00	13287	92843	115604	22761	12215	812520	832845	20325	
4/11/1996 0:00:00	707	2	12/30/1899 14:30:00	"2"	30	175	10.00	13287	115604	137680	22076	12215				
4/11/1996 0:00:00	707	3	12/30/1899 14:48:00	"2"	30	175	10.00	13287	137680	160722	23042	12215				
4/11/1996 0:00:00	711	1	12/30/1899 13:20:00	"2"	12	75	10.00	13287	28891	50439	21548	12215	772923	790089	17166	
4/11/1996 0:00:00	711	2	12/30/1899 13:35:00	"2"	12	75	10.00	13287	50439	72086	21647	12215				
4/11/1996 0:00:00	711	3	12/30/1899 13:49:00	"2"	12	75	10.00	13287	72086	92367	20281	12215				
4/11/1996 0:00:00	716	1	12/30/1899 12:25:00	"2"	40	225	10.00	13287	957740	981252	23512	12215	708716	729089	20373	
4/11/1996 0:00:00	716	2	12/30/1899 12:36:00	"2"	40	225	10.00	13287	981252	4573	23321	12215				
4/11/1996 0:00:00	716	3	12/30/1899 12:50:00	"2"	40	225	10.00	13287	4573	28801	24228	12215				
4/11/1996 0:00:00	812	1	12/30/1899 10:42:00	"4"	15	100	10.00	13287	892392	914028	21636	12215	658174	677079	18905	
4/11/1996 0:00:00	812	2	12/30/1899 10:56:00	"4"	15	100	10.00	13287	914028	936077	22049	12215				
4/11/1996 0:00:00	812	3	12/30/1899 11:11:00	"4"	15	100	10.00	13287	936077	957560	21483	12215				
4/11/1996 0:00:00	815	1	12/30/1899 9:47:00	"4"	15	100	10.00	13287	822170	844340	22170	12215	598212	616642	18430	
4/11/1996 0:00:00	815	2	12/30/1899 10:00:00	"4"	15	100	10.00	13287	844340	866841	22501	12215				
4/11/1996 0:00:00	815	3	12/30/1899 10:16:00	"4"	15	100	10.00	13287	866841	889260	22419	12215				
4/11/1996 0:00:00	906	1	12/30/1899 8:53:00	"4"	30	175	10.00	13287	740364	763457	23093	12215	524373	545086		"CB Meter check deleted to invalidate sample; totals too low JA 10/13/10"
4/11/1996 0:00:00	906	2	12/30/1899 9:05:00	"4"	30	175	10.00	13287	763457	787579	24122	12215				
4/11/1996 0:00:00	906	3	12/30/1899 9:21:00	"4"	30	175	10.00	13287	787579	810968	23389	12215				
4/11/1996 0:00:00	919	1	12/30/1899 7:35:00	"2"	20	125	10.00	13287	667491	689684	22193	12215	455971	475577	19606	
4/11/1996 0:00:00	919	2	12/30/1899 7:52:00	"2"	20	125	10.00	13287	689684	715908	26224	12215				
4/11/1996 0:00:00	919	3	12/30/1899 8:12:00	"2"	20	125	10.00	13287	715908	737369	21461	12215				
4/12/1996 0:00:00	508	1	12/30/1899 13:11:00	"2"	45	225	10.00	13287	625260	649351	24091	12215	209129	229964	20835	
4/12/1996 0:00:00	508	2	12/30/1899 13:25:00	"2"	45	225	10.00	13287	649351	672739	23388	12215				
4/12/1996 0:00:00	508	3	12/30/1899 13:35:00	"2"	45	225	10.00	13287	672739	695749	23010	12215				
4/12/1996 0:00:00	513	1	12/30/1899 11:10:00	"1"	30	175	10.00	13287	490198	512716	22518	12215	101945	121963	20018	
4/12/1996 0:00:00	513	2	12/30/1899 11:24:00	"1"	30	175	10.00	13287	512716	535182	22466	12215				
4/12/1996 0:00:00	513	3	12/30/1899 11:35:00	"1"	30	175	10.00	13287	535182	556816	21634	12215				
4/12/1996 0:00:00	519	1	12/30/1899 12:21:00	"2"	10	75	10.00	13287	557848	580437	22589	12215	160172	178453	18281	
4/12/1996 0:00:00	519	2	12/30/1899 12:30:00	"2"	10	75	10.00	13287	580437	602888	22451	12215				
4/12/1996 0:00:00	519	3	12/30/1899 12:45:00	"2"	10	75	10.00	13287	602888	625247	22359	12215				
4/12/1996 0:00:00	520	1	12/30/1899 13:55:00	"2"	35	200	10.00	13287	695753	718600	22847	12215	269693	288319	18626	
4/12/1996 0:00:00	520	2	12/30/1899 14:10:00	"2"	35	200	10.00	13287	718600	741349	22749	12215				
4/12/1996 0:00:00	520	3	12/30/1899 14:25:00	"2"	35	200	10.00	13287	741349	764608	23259	12215				
4/12/1996 0:00:00	703	1	12/30/1899 10:20:00	"4"	10	75	10.00	13287	426558	448187	21629	12215	50138	66558	16420	
4/12/1996 0:00:00	703	2	12/30/1899 10:33:00	"4"	10	75	10.00	13287	448187	468698	20511	12215				
4/12/1996 0:00:00	703	3	12/30/1899 10:47:00	"4"	10	75	10.00	13287	468698	490063	21365	12215				
4/12/1996 0:00:00	704	1	12/30/1899 9:35:00	"4"	30	175	10.00	13287	359801	382080	22279	12215	994149	11862	17713	
4/12/1996 0:00:00	704	2	12/30/1899 9:49:00	"4"	30	175	10.00	13287	382080	404316	22236	12215				
4/12/1996 0:00:00	704	3	12/30/1899 10:03:00	"4"	30	175	10.00	13287	404316	426560	22244	12215				
4/12/1996 0:00:00	706	1	12/30/1899 8:48:00	"4"	30	175	10.00	13287	294034	316130	22096	12215	931622	955608	23986	
4/12/1996 0:00:00	706	2	12/30/1899 9:01:00	"4"	30	175	10.00	13287	316130	337979	21849	12215				
4/12/1996 0:00:00	706	3	12/30/1899 9:13:00	"4"	30	175	10.00	13287	337979	359619	21640	12215				
4/12/1996 0:00:00	801	1	12/30/1899 7:53:00	"4"	20	125	10.00	13287	228585	250023	21438	12215	890370	907931	17561	
4/12/1996 0:00:00	801	2	12/30/1899 8:06:00	"4"	20	125	10.00	13287	250023	272566	22543	12215				
4/12/1996 0:00:00	801	3	12/30/1899 8:18:00	"4"	20	125	10.00	13287	272566	294030	21464	12215				
4/13/1996 0:00:00	418	1	12/30/1899 13:45:00	"2"	34	200	10.00	13287	97888	118111	20223	12215	606285	620595	14310	"fish sample is a re-tow"
4/13/1996 0:00:00	418	2	12/30/1899 14:00:00	"2"	34	200	10.00	13287	118111	137789	19678	12215				
4/13/1996 0:00:00	418	3	12/30/1899 14:15:00	"2"	34	200	10.00	13287	137789	154098	16309	12215				
4/13/1996 0:00:00	602	1	12/30/1899 12:40:00	"2"	6	75	10.00	13287	34621	56750	22129	12215	548730	567870	19140	
4/13/1996 0:00:00	602	2	12/30/1899 12:53:00	"2"	6	75	10.00	13287	56750	77937	21187	12215				
4/13/1996 0:00:00	602	3	12/30/1899 13:06:00	"2"	6	75	10.00	13287	77937	97378	19441	12215				
4/13/1996 0:00:00	606	1	12/30/1899 11:45:00	"1"	25	150	10.00	13287	971483	992511	21028	12215	502779	519984	17205	
4/13/1996 0:00:00	606	2	12/30/1899 12:00:00	"1"	25	150	10.00	13287	992511	12094	19583	12215				
4/13/1996 0:00:00	606	3	12/30/1899 12:14:00	"1"	25	150	10.00	13287	12094	32477	20383	12215				
4/13/1996 0:00:00	609	1	12/30/1899 10:40:00	"4"	35	200	10.00	13287	909243	929871	20628	12215	451130	468599	17469	
4/13/1996 0:00:00	609	2	12/30/1899 10:54:00	"4"	35	200	10.00	13287	929871	949593	19722	12215				
4/13/1996 0:00:00	609	3	12/30/1899 11:09:00	"4"	35	200	10.00	13287	949593	969751	20158	12215				
4/13/1996 0:00:00	610	1	12/30/1899 9:43:00	"4"	14	100	10.00	13287	848986	867826	18840	12215	398020	414718	16698	
4/13/1996 0:00:00	610	2	12/30/1899 9:56:00	"4"	14	100	10.00	13287	867826	889156	21330	12215				
4/13/1996 0:00:00	610	3	12/30/1899 10:10:00	"4"	14	100	10.00	13287	889156	909234	20078	12215				
4/13/1996 0:00:00	802	1	12/30/1899 7:30:00	"3"	10	75	10.00	13287	764628	784036	19408	12215	327315	345671	18356	
4/13/1996 0:00:00	802	2	12/30/1899 7:50:00	"3"	10	75	10.00	13287	0	19408	19408	12215				"towed through lots of weeds = low meter check.  Tow 3 cancelled. Used value from tow 1 MD."
4/13/1996 0:00:00	804	1	12/30/1899 8:27:00	"4"	40	225	10.00	13287	793830	812339	18509	12215	360355	376243	15888	
4/13/1996 0:00:00	804	2	12/30/1899 8:50:00	"4"	40	225	10.00	13287	812999	831190	18191	12215				
4/13/1996 0:00:00	804	3	12/30/1899 9:05:00	"4"	40	225	10.00	13287	831190	848933	17743	12215				
4/14/1996 0:00:00	323	1	12/30/1899 7:43:00	"2"	14	100	10.00	13287	154919	177793	22874	12215	672571	689224	16653	
4/14/1996 0:00:00	323	2	12/30/1899 7:56:00	"2"	14	100	10.00	13287	177793	199983	22190	12215				
4/14/1996 0:00:00	323	3	12/30/1899 8:12:00	"2"	14	100	10.00	13287	199983	222422	22439	12215				
4/16/1996 0:00:00	340	1	12/30/1899 8:30:00	"2"	15	100	10.00	13287	251094	272460	21366	12215	746045	765725	19680	
4/16/1996 0:00:00	340	2	12/30/1899 8:45:00	"2"	15	100	10.00	13287	272460	294826	22366	12215				
4/16/1996 0:00:00	340	3	12/30/1899 9:07:00	"2"	15	100	10.00	13287	294826	317099	22273	12215				
4/16/1996 0:00:00	405	1	12/30/1899 9:45:00	"4"	15	100	10.00	13287	317177	338660	21483	12215	802520	821913	19393	
4/16/1996 0:00:00	405	2	12/30/1899 9:59:00	"4"	15	100	10.00	13287	338660	359305	20645	12215				
4/16/1996 0:00:00	405	3	12/30/1899 10:12:00	"4"	15	100	10.00	13287	359305	380391	21086	12215				
4/16/1996 0:00:00	411	1	12/30/1899 10:35:00	"4"	25	150	10.00	13287	380389	401568	21179	12215	857811	875745	17934	
4/16/1996 0:00:00	411	2	12/30/1899 10:49:00	"4"	25	150	10.00	13287	401568	423233	21665	12215				
4/16/1996 0:00:00	411	3	12/30/1899 11:02:00	"4"	25	150	10.00	13287	423233	444338	21105	12215				
4/16/1996 0:00:00	501	1	12/30/1899 12:21:00	"4"	29	175	10.00	13287	508730	530626	21896	12215	967416	985635	18219	
4/16/1996 0:00:00	501	2	12/30/1899 12:35:00	"4"	29	175	10.00	13287	530626	551644	21018	12215				
4/16/1996 0:00:00	501	3	12/30/1899 12:48:00	"4"	29	175	10.00	13287	551644	573266	21622	12215				
4/16/1996 0:00:00	504	1	12/30/1899 11:25:00	"4"	17	100	10.00	13287	444333	465000	20667	12215	913638	931663	18025	
4/16/1996 0:00:00	504	2	12/30/1899 11:42:00	"4"	17	100	10.00	13287	465000	486446	21446	12215				
4/16/1996 0:00:00	504	3	12/30/1899 11:57:00	"4"	17	100	10.00	13287	486446	507734	21288	12215				
4/17/1996 0:00:00	328	1	12/30/1899 9:10:00	"2"	6	75	10.00	13287	706623	727516	20893	12215	98346	115249	16903	
4/17/1996 0:00:00	328	2	12/30/1899 9:23:00	"2"	6	75	10.00	13287	727516	748366	20850	12215				
4/17/1996 0:00:00	328	3	12/30/1899 9:35:00	"2"	6	75	10.00	13287	748366	771154	22788	12215				
4/17/1996 0:00:00	329	1	12/30/1899 8:25:00	"2"	5	75	10.00	13287	641837	660727	18890	12215	74704	92660	17956	
4/17/1996 0:00:00	329	2	12/30/1899 8:38:00	"2"	5	75	10.00	13287	660727	684268	23541	12215				
4/17/1996 0:00:00	329	3	12/30/1899 8:50:00	"2"	5	75	10.00	13287	684268	706620	22352	12215				
4/17/1996 0:00:00	334	1	12/30/1899 10:30:00	"2"	7	75	10.00	13287	828803	848129	19326	12215	140934	159271	18337	
4/17/1996 0:00:00	334	2	12/30/1899 10:43:00	"2"	7	75	10.00	13287	848129	869753	21624	12215				
4/17/1996 0:00:00	334	3	12/30/1899 10:58:00	"2"	7	75	10.00	13287	869753	891876	22123	12215				
4/17/1996 0:00:00	335	1	12/30/1899 9:51:00	"2"	6	75	10.00	13287	771151	788799	17648	12215	123849	138902	15053	
4/17/1996 0:00:00	335	2	12/30/1899 10:03:00	"2"	6	75	10.00	13287	788799	808482	19683	12215				
4/17/1996 0:00:00	335	3	12/30/1899 10:15:00	"2"	6	75	10.00	13287	808482	828803	20321	12215				
4/17/1996 0:00:00	336	1	12/30/1899 7:40:00	"2"	25	125	10.00	13287	576815	598546	21731	12215	23955	41555	17600	
4/17/1996 0:00:00	336	2	12/30/1899 7:54:00	"2"	25	125	10.00	13287	598546	621146	22600	12215				
4/17/1996 0:00:00	336	3	12/30/1899 8:08:00	"2"	25	125	10.00	13287	621146	641832	20686	12215				
4/24/1996 0:00:00	809	1	12/30/1899 7:53:00	"4"	36	200	10.00	13287	892397	914033	21636	12215	162062	181741	19679	
4/24/1996 0:00:00	809	2	12/30/1899 8:07:00	"4"	36	200	10.00	13287	914033	936347	22314	12215				
4/24/1996 0:00:00	809	3	12/30/1899 8:20:00	"4"	36	200	10.00	13287	936347	959048	22701	12215				
4/24/1996 0:00:00	901	1	12/30/1899 8:48:00	"4"	8	75	10.00	13287	962030	979433	17403	12215	221050	238959	17909	
4/24/1996 0:00:00	901	2	12/30/1899 9:03:00	"4"	8	75	10.00	13287	979433	999462	20029	12215				
4/24/1996 0:00:00	901	3	12/30/1899 9:16:00	"4"	8	75	10.00	13287	999462	20429	20967	12215				
4/24/1996 0:00:00	902	1	12/30/1899 9:48:00	"4"	25	150	10.00	13287	20536	42038	21502	12215	277253	294863	17610	
4/24/1996 0:00:00	902	2	12/30/1899 9:52:00	"4"	25	150	10.00	13287	42038	64478	22440	12215				
4/24/1996 0:00:00	902	3	12/30/1899 10:05:00	"4"	25	150	10.00	13287	64478	84270	19792	12215				
4/24/1996 0:00:00	910	1	12/30/1899 12:53:00	"2"	30	175	10.00	13287	216439	238635	22196	12215	442771	462098	19327	
4/24/1996 0:00:00	910	2	12/30/1899 13:06:00	"2"	30	175	10.00	13287	238635	262513	23878	12215				
4/24/1996 0:00:00	910	3	12/30/1899 13:19:00	"2"	30	175	10.00	13287	262513	285546	23033	12215				
4/24/1996 0:00:00	912	1	12/30/1899 13:45:00	"2"	35	200	10.00	13287	285615	308186	22571	12215	502047	520815	18768	
4/24/1996 0:00:00	912	2	12/30/1899 13:58:00	"2"	35	200	10.00	13287	308186	330486	22300	12215				
4/24/1996 0:00:00	912	3	12/30/1899 14:11:00	"2"	35	200	10.00	13287	330486	352537	22051	12215				
4/24/1996 0:00:00	914	1	12/30/1899 11:40:00	"4"	30	175	10.00	13287	149999	172360	22361	12215	385451	404831	19380	
4/24/1996 0:00:00	914	2	12/30/1899 11:52:00	"4"	25	150	10.00	13287	172360	193658	21298	12215				
4/24/1996 0:00:00	914	3	12/30/1899 12:05:00	"4"	30	175	10.00	13287	193658	216395	22737	12215				
4/24/1996 0:00:00	915	1	12/30/1899 10:38:00	"4"	20	125	10.00	13287	84664	106452	21788	12215	330611	350105	19494	
4/24/1996 0:00:00	915	2	12/30/1899 10:49:00	"4"	20	125	10.00	13287	106452	128137	21685	12215				
4/24/1996 0:00:00	915	3	12/30/1899 11:00:00	"4"	20	125	10.00	13287	128137	149133	20996	12215				
4/25/1996 0:00:00	705	1	12/30/1899 15:03:00	"2"	20	125	10.00	13287	818427	838144	19717	12215	943019	960048	17029	
4/25/1996 0:00:00	705	2	12/30/1899 15:17:00	"2"	20	125	10.00	13287	838144	861845	23701	12215				
4/25/1996 0:00:00	705	3	12/30/1899 15:32:00	"2"	20	125	10.00	13287	861845	882914	21069	12215				
4/25/1996 0:00:00	707	1	12/30/1899 14:16:00	"2"	30	175	10.00	13287	753114	775833	22719	12215	884965	904593	19628	
4/25/1996 0:00:00	707	2	12/30/1899 14:30:00	"2"	30	175	10.00	13287	775833	796133	20300	12215				
4/25/1996 0:00:00	707	3	12/30/1899 14:44:00	"2"	30	175	10.00	13287	796133	818417	22284	12215				
4/25/1996 0:00:00	711	1	12/30/1899 13:13:00	"2"	11	75	10.00	13287	693146	711592	18446	12215	829912	847215	17303	
4/25/1996 0:00:00	711	2	12/30/1899 13:28:00	"2"	11	75	10.00	13287	711592	730436	18844	12215				
4/25/1996 0:00:00	711	3	12/30/1899 13:42:00	"2"	11	75	10.00	13287	730436	753106	22670	12215				
4/25/1996 0:00:00	716	1	12/30/1899 12:08:00	"2"	40	225	10.00	13287	623558	646573	23015	12215	779320	798920	19600	
4/25/1996 0:00:00	716	2	12/30/1899 12:26:00	"2"	40	225	10.00	13287	646573	669933	23360	12215				
4/25/1996 0:00:00	716	3	12/30/1899 12:40:00	"2"	40	225	10.00	13287	669933	693152	23219	12215				
4/25/1996 0:00:00	812	1	12/30/1899 10:32:00	"4"	17	100	10.00	13287	560070	580946	20876	12215	724172	741909	17737	
4/25/1996 0:00:00	812	2	12/30/1899 10:45:00	"4"	17	100	10.00	13287	580946	602805	21859	12215				
4/25/1996 0:00:00	812	3	12/30/1899 11:00:00	"4"	17	100	10.00	13287	602805	623533	20728	12215				
4/25/1996 0:00:00	815	1	12/30/1899 9:40:00	"4"	15	100	10.00	13287	498165	518743	20578	12215	670582	687909	17327	
4/25/1996 0:00:00	815	2	12/30/1899 9:54:00	"4"	15	100	10.00	13287	518743	538563	19820	12215				
4/25/1996 0:00:00	815	3	12/30/1899 10:07:00	"4"	15	100	10.00	13287	538563	559758	21195	12215				
4/25/1996 0:00:00	906	1	12/30/1899 8:41:00	"4"	35	200	10.00	13287	428449	450132	21683	12215	614282	631520	17238	
4/25/1996 0:00:00	906	2	12/30/1899 8:55:00	"4"	35	200	10.00	13287	450132	475301	25169	12215				
4/25/1996 0:00:00	906	3	12/30/1899 9:10:00	"4"	35	200	10.00	13287	475301	497869	22568	12215				
4/25/1996 0:00:00	919	1	12/30/1899 7:28:00	"4"	20	125	10.00	13287	364645	385966	21321	12215	558170	576741	18571	
4/25/1996 0:00:00	919	2	12/30/1899 7:43:00	"4"	20	125	10.00	13287	385966	407002	21036	12215				
4/25/1996 0:00:00	919	3	12/30/1899 8:00:00	"4"	20	125	10.00	13287	407002	428449	21447	12215				
4/26/1996 0:00:00	508	1	12/30/1899 12:08:00	"2"	46	225	10.00	13287	280743	303503	22760	12215	384308	404325	20017	
4/26/1996 0:00:00	508	2	12/30/1899 12:22:00	"2"	46	225	10.00	13287	303503	326196	22693	12215				
4/26/1996 0:00:00	508	3	12/30/1899 12:35:00	"2"	46	225	10.00	13287	326196	348866	22670	12215				
4/26/1996 0:00:00	513	1	12/30/1899 10:21:00	"4"	37	225	10.00	13287	146880	169493	22613	12215	277432	296521	19089	
4/26/1996 0:00:00	513	2	12/30/1899 10:34:00	"4"	37	225	10.00	13287	169493	192013	22520	12215				
4/26/1996 0:00:00	513	3	12/30/1899 10:48:00	"4"	37	225	10.00	13287	192013	214554	22541	12215				
4/26/1996 0:00:00	519	1	12/30/1899 11:19:00	"4"	6	75	10.00	13287	218189	235300	17111	12215	334227	352251	18024	
4/26/1996 0:00:00	519	2	12/30/1899 11:33:00	"4"	6	75	10.00	13287	235300	259103	23803	12215				
4/26/1996 0:00:00	519	3	12/30/1899 11:45:00	"4"	6	75	10.00	13287	259103	280706	21603	12215				
4/26/1996 0:00:00	520	1	12/30/1899 12:54:00	"2"	30	175	10.00	13287	348873	371106	22233	12215	443001	461371	18370	
4/26/1996 0:00:00	520	2	12/30/1899 13:08:00	"2"	30	175	10.00	13287	371106	393692	22586	12215				
4/26/1996 0:00:00	520	3	12/30/1899 13:22:00	"2"	30	175	10.00	13287	393692	414700	21008	12215				
4/26/1996 0:00:00	703	1	12/30/1899 7:09:00	"4"	5	75	10.00	13287	885583	905682	20099	12215	997371	15915	18544	
4/26/1996 0:00:00	703	2	12/30/1899 7:23:00	"4"	5	75	10.00	13287	905682	925624	19942	12215				
4/26/1996 0:00:00	703	3	12/30/1899 7:35:00	"4"	5	75	10.00	13287	925624	945564	19940	12215				
4/26/1996 0:00:00	704	1	12/30/1899 8:42:00	"4"	30	175	10.00	13287	10746	33079	22333	12215	107124	126323	19199	
4/26/1996 0:00:00	704	2	12/30/1899 8:55:00	"4"	30	175	10.00	13287	33079	55927	22848	12215				
4/26/1996 0:00:00	704	3	12/30/1899 9:10:00	"4"	30	175	10.00	13287	55927	77228	21301	12215				
4/26/1996 0:00:00	706	1	12/30/1899 8:00:00	"4"	21	125	10.00	13287	946642	967577	20935	12215	51971	69887	17916	
4/26/1996 0:00:00	706	2	12/30/1899 8:12:00	"4"	21	125	10.00	13287	967577	989693	22116	12215				
4/26/1996 0:00:00	706	3	12/30/1899 8:25:00	"4"	21	125	10.00	13287	989693	10415	20722	12215				
4/26/1996 0:00:00	801	1	12/30/1899 9:33:00	"4"	23	150	10.00	13287	81526	103306	21780	12215	216174	234063	17889	
4/26/1996 0:00:00	801	2	12/30/1899 9:46:00	"4"	23	150	10.00	13287	103306	123886	20580	12215				
4/26/1996 0:00:00	801	3	12/30/1899 10:00:00	"4"	23	150	10.00	13287	123886	145973	22087	12215				
4/27/1996 0:00:00	418	1	12/30/1899 12:22:00	"2"	29	175	10.00	13287	723674	743506	19832	12215	745249	760238	14989	
4/27/1996 0:00:00	418	2	12/30/1899 12:36:00	"2"	29	175	10.00	13287	743506	763499	19993	12215				
4/27/1996 0:00:00	418	3	12/30/1899 12:50:00	"2"	29	175	10.00	13287	763499	784769	21270	12215				
4/27/1996 0:00:00	602	1	12/30/1899 11:29:00	"4"	6	75	10.00	13287	659146	681202	22056	12215	690155	708373	18218	
4/27/1996 0:00:00	602	2	12/30/1899 11:44:00	"4"	6	75	10.00	13287	681202	701700	20498	12215				
4/27/1996 0:00:00	602	3	12/30/1899 11:57:00	"4"	6	75	10.00	13287	701700	723615	21915	12215				
4/27/1996 0:00:00	606	1	12/30/1899 10:35:00	"4"	24	150	10.00	13287	600304	618353	18049	12215	642048	658100	16052	
4/27/1996 0:00:00	606	2	12/30/1899 10:49:00	"4"	24	150	10.00	13287	618353	637997	19644	12215				
4/27/1996 0:00:00	606	3	12/30/1899 11:04:00	"4"	24	150	10.00	13287	637997	659136	21139	12215				
4/27/1996 0:00:00	609	1	12/30/1899 9:35:00	"4"	32	200	10.00	13287	534308	555172	20864	12215	591078	607094	16016	
4/27/1996 0:00:00	609	2	12/30/1899 9:50:00	"4"	32	200	10.00	13287	555172	574903	19731	12215				
4/27/1996 0:00:00	609	3	12/30/1899 10:04:00	"4"	32	200	10.00	13287	574903	595458	20555	12215				
4/27/1996 0:00:00	610	1	12/30/1899 8:35:00	"4"	14	100	10.00	13287	472530	490103	17573	12215	538338	555193	16855	
4/27/1996 0:00:00	610	2	12/30/1899 8:49:00	"4"	14	100	10.00	13287	490103	512205	22102	12215				
4/27/1996 0:00:00	610	3	12/30/1899 9:04:00	"4"	14	100	10.00	13287	512205	530988	18783	12215				
4/27/1996 0:00:00	804	1	12/30/1899 7:22:00	"3"	37	225	10.00	13287	414753	434886	20133	12215	499037	514751	15714	
4/27/1996 0:00:00	804	2	12/30/1899 7:38:00	"3"	37	225	10.00	13287	434886	452973	18087	12215				
4/27/1996 0:00:00	804	3	12/30/1899 7:53:00	"3"	37	225	10.00	13287	452973	472530	19557	12215				
4/28/1996 0:00:00	323	1	12/30/1899 7:30:00	"4"	10	75	10.00	13287	784769	800820	16051	12215	794719	812419	17700	
4/28/1996 0:00:00	323	2	12/30/1899 7:45:00	"4"	10	75	10.00	13287	800820	819995	19175	12215				
4/28/1996 0:00:00	323	3	12/30/1899 8:58:00	"4"	10	75	10.00	13287	819995	840057	20062	12215				
4/28/1996 0:00:00	405	1	12/30/1899 8:30:00	"3"	8	75	10.00	13287	840975	860103	19128	12215	846400	864844	18444	
4/28/1996 0:00:00	405	2	12/30/1899 8:45:00	"3"	8	75	10.00	13287	860103	880271	20168	12215				
4/28/1996 0:00:00	405	3	12/30/1899 8:57:00	"3"	8	75	10.00	13287	880271	899279	19008	12215				
4/28/1996 0:00:00	411	1	12/30/1899 9:20:00	"4"	18	125	10.00	13287	899271	919668	20397	12215	899622	916255	16633	
4/28/1996 0:00:00	411	2	12/30/1899 9:35:00	"4"	18	125	10.00	13287	919668	941402	21734	12215				
4/28/1996 0:00:00	411	3	12/30/1899 9:48:00	"4"	18	125	10.00	13287	941402	963695	22293	12215				
4/28/1996 0:00:00	501	1	12/30/1899 10:58:00	"4"	31	125	10.00	13287	12636	36363	23727	12215	977865	993527	15662	
4/28/1996 0:00:00	501	2	12/30/1899 11:13:00	"4"	31	125	10.00	13287	36363	58276	21913	12215				
4/28/1996 0:00:00	501	3	12/30/1899 11:29:00	"4"	31	125	10.00	13287	58276	82393	24117	12215				
4/28/1996 0:00:00	504	1	12/30/1899 10:15:00	"4"	18	125	10.00	13287	963688	987853	24165	12215	950053	962601	12548	"strong winds, top of net out of the water"
4/28/1996 0:00:00	504	2	12/30/1899 10:29:00	"4"	18	125	10.00	13287	987853	12610	24757	12215				"Tow 3 cancelled."
4/29/1996 0:00:00	340	1	12/30/1899 7:54:00	"4"	30	175	10.00	13287	82414	104682	22268	12215	26062	44986	18924	
4/29/1996 0:00:00	340	2	12/30/1899 8:07:00	"4"	30	175	10.00	13287	104682	127516	22834	12215				
4/29/1996 0:00:00	340	3	12/30/1899 8:20:00	"4"	30	175	10.00	13287	127516	147593	20077	12215				
4/29/1996 0:00:00	341	1	12/30/1899 9:06:00	"4"	25	150	10.00	13287	147615	170295	22680	12215	82414	100676	18262	
4/29/1996 0:00:00	341	2	12/30/1899 9:19:00	"4"	25	150	10.00	13287	170295	191462	21167	12215				
4/29/1996 0:00:00	341	3	12/30/1899 9:32:00	"4"	25	150	10.00	13287	191462	212529	21067	12215				
4/29/1996 0:00:00	342	1	12/30/1899 10:00:00	"4"	14	100	10.00	13287	213271	233418	20147	12215	136211	152962	16751	
4/29/1996 0:00:00	342	2	12/30/1899 10:13:00	"4"	14	100	10.00	13287	233418	253446	20028	12215				
