"RecordNumber"	"SerialNumber"	"StationNames"	"Date"	"FishCode"	"Time"	"Net"	"Fish ID'd in Field?"	"IDBy"	"RawCatchCount"	"NumberOfGridsSorted"	"AdjustedLabCount"	"IDDate"	"Comments"
1062	"SLS-114"	"NB-520"	1/14/2016 0:00:00	"RAIKIL"	12/30/1899 7:45:00	"SLS"	0	"ZB"	2	35.00	2.00	8/18/2016 0:00:00	
1062	"SLS-114"	"NB-520"	1/14/2016 0:00:00	"THRSTI"	12/30/1899 7:45:00	"SLS"	0	"AB"	4	35.00	4.00	2/10/2016 0:00:00	
1062	"SLS-114"	"NB-520"	1/14/2016 0:00:00	"YELGOB"	12/30/1899 7:45:00	"SLS"	0	"AB"	4	35.00	4.00	2/10/2016 0:00:00	
1063	"SLS-131"	"NB-530"	1/14/2016 0:00:00	"PACHER"	12/30/1899 8:14:00	"SLS"	0	"AB"	6	35.00	6.00	2/25/2016 0:00:00	
1063	"SLS-131"	"NB-530"	1/14/2016 0:00:00	"UNID Long Skinny"	12/30/1899 8:14:00	"SLS"	0	"AB"	3	35.00	3.00	2/25/2016 0:00:00	
1064	"SLS-132"	"NB-550"	1/14/2016 0:00:00	"PACHER"	12/30/1899 8:40:00	"SLS"	0	"AB"	18	35.00	18.00	2/25/2016 0:00:00	
1064	"SLS-132"	"NB-550"	1/14/2016 0:00:00	"THRSTI"	12/30/1899 8:40:00	"SLS"	0	"AB"	15	35.00	15.00	2/25/2016 0:00:00	
1064	"SLS-132"	"NB-550"	1/14/2016 0:00:00	"UNID Long Skinny"	12/30/1899 8:40:00	"SLS"	0	"AB"	1	35.00	1.00	2/25/2016 0:00:00	
1064	"SLS-132"	"NB-550"	1/14/2016 0:00:00	"YELGOB"	12/30/1899 8:40:00	"SLS"	0	"AB"	11	35.00	11.00	2/25/2016 0:00:00	
1065	"SLS-133"	"NB-550"	1/14/2016 0:00:00	"PACHER"	12/30/1899 9:02:00	"SLS"	0	"AB"	55	35.00	55.00	2/25/2016 0:00:00	
1065	"SLS-133"	"NB-550"	1/14/2016 0:00:00	"THRSTI"	12/30/1899 9:02:00	"SLS"	0	"AB"	4	35.00	4.00	2/25/2016 0:00:00	
1065	"SLS-133"	"NB-550"	1/14/2016 0:00:00	"YELGOB"	12/30/1899 9:02:00	"SLS"	0	"AB"	23	35.00	23.00	2/25/2016 0:00:00	
1066	"SLS-134"	"NB-1017"	1/14/2016 0:00:00	"PACHER"	12/30/1899 10:15:00	"SLS"	0	"AB"	115	35.00	115.00	2/26/2016 0:00:00	
1066	"SLS-134"	"NB-1017"	1/14/2016 0:00:00	"UNID Long Skinny"	12/30/1899 10:15:00	"SLS"	0	"AB"	78	35.00	78.00	2/26/2016 0:00:00	
1066	"SLS-134"	"NB-1017"	1/14/2016 0:00:00	"YELGOB"	12/30/1899 10:15:00	"SLS"	0	"AB"	18	35.00	18.00	2/26/2016 0:00:00	
1067	"SLS-135"	"NB-1013"	1/14/2016 0:00:00	"PACHER"	12/30/1899 10:31:00	"SLS"	0	"AB"	4	35.00	4.00	2/26/2016 0:00:00	
1067	"SLS-135"	"NB-1013"	1/14/2016 0:00:00	"UNID Long Skinny"	12/30/1899 10:31:00	"SLS"	0	"AB"	5	35.00	5.00	2/26/2016 0:00:00	
1067	"SLS-135"	"NB-1013"	1/14/2016 0:00:00	"YELGOB"	12/30/1899 10:31:00	"SLS"	0	"AB"	1	35.00	1.00	2/26/2016 0:00:00	
1068	"SLS-137"	"NB-300"	1/15/2016 0:00:00	"PACHER"	12/30/1899 10:53:00	"SLS"	0	"AB"	110	35.00	110.00	2/26/2016 0:00:00	
1068	"SLS-137"	"NB-300"	1/15/2016 0:00:00	"UNID Long Skinny"	12/30/1899 10:53:00	"SLS"	0	"AB"	3	35.00	3.00	2/26/2016 0:00:00	
1068	"SLS-137"	"NB-300"	1/15/2016 0:00:00	"YELGOB"	12/30/1899 10:53:00	"SLS"	0	"AB"	229	35.00	229.00	2/26/2016 0:00:00	
1069	"SLS-138"	"NB-300"	1/15/2016 0:00:00	"PACHER"	12/30/1899 11:09:00	"SLS"	0	"AB"	2	35.00	2.00	2/29/2016 0:00:00	
1069	"SLS-138"	"NB-300"	1/15/2016 0:00:00	"UNID Long Skinny"	12/30/1899 11:09:00	"SLS"	0	"AB"	2	35.00	2.00	2/29/2016 0:00:00	
1069	"SLS-138"	"NB-300"	1/15/2016 0:00:00	"YELGOB"	12/30/1899 11:09:00	"SLS"	0	"AB"	4	35.00	4.00	2/29/2016 0:00:00	
1070	"SLS-139"	"NB-280"	1/15/2016 0:00:00	"YELGOB"	12/30/1899 11:30:00	"SLS"	0	"AB"	52	35.00	52.00	2/29/2016 0:00:00	
1071	"SLS-140"	"NB-280"	1/15/2016 0:00:00	"NORANC"	12/30/1899 11:49:00	"SLS"	0	"AB"	1	35.00	1.00	2/29/2016 0:00:00	
1071	"SLS-140"	"NB-280"	1/15/2016 0:00:00	"PACHER"	12/30/1899 11:49:00	"SLS"	0	"AB"	226	35.00	226.00	2/29/2016 0:00:00	
1071	"SLS-140"	"NB-280"	1/15/2016 0:00:00	"UNID Long Skinny"	12/30/1899 11:49:00	"SLS"	0	"AB"	30	35.00	30.00	2/29/2016 0:00:00	
1071	"SLS-140"	"NB-280"	1/15/2016 0:00:00	"YELGOB"	12/30/1899 11:49:00	"SLS"	0	"AB"	128	35.00	128.00	2/29/2016 0:00:00	
1072	"SLS-141"	"NB-170"	1/15/2016 0:00:00	"YELGOB"	12/30/1899 12:39:00	"SLS"	0	"AB"	1	35.00	1.00	2/29/2016 0:00:00	
1073	"SLS-142"	"NB-170"	1/15/2016 0:00:00	"YELGOB"	12/30/1899 12:52:00	"SLS"	0	"AB"	14	35.00	14.00	2/29/2016 0:00:00	
1074	"SLS-143"	"NB-210"	1/15/2016 0:00:00	"PACHER"	12/30/1899 13:27:00	"SLS"	0	"AB"	362	35.00	362.00	2/29/2016 0:00:00	
1074	"SLS-143"	"NB-210"	1/15/2016 0:00:00	"UNID Long Skinny"	12/30/1899 13:27:00	"SLS"	0	"AB"	11	35.00	11.00	2/29/2016 0:00:00	
1074	"SLS-143"	"NB-210"	1/15/2016 0:00:00	"YELGOB"	12/30/1899 13:27:00	"SLS"	0	"AB"	627	35.00	627.00	2/29/2016 0:00:00	
1075	"SLS-144"	"NB-210"	1/15/2016 0:00:00	"PACHER"	12/30/1899 13:41:00	"SLS"	0	"AB"	24	35.00	24.00	3/1/2016 0:00:00	
1075	"SLS-144"	"NB-210"	1/15/2016 0:00:00	"UNID Long Skinny"	12/30/1899 13:41:00	"SLS"	0	"AB"	8	35.00	8.00	3/1/2016 0:00:00	
1075	"SLS-144"	"NB-210"	1/15/2016 0:00:00	"YELGOB"	12/30/1899 13:41:00	"SLS"	0	"AB"	8	35.00	8.00	3/1/2016 0:00:00	
1076	"SLS-145"	"NB-240"	1/15/2016 0:00:00	"PACHER"	12/30/1899 14:11:00	"SLS"	0	"AB"	22	35.00	22.00	3/1/2016 0:00:00	
1076	"SLS-145"	"NB-240"	1/15/2016 0:00:00	"UNID Long Skinny"	12/30/1899 14:11:00	"SLS"	0	"AB"	26	35.00	26.00	3/1/2016 0:00:00	
1076	"SLS-145"	"NB-240"	1/15/2016 0:00:00	"YELGOB"	12/30/1899 14:11:00	"SLS"	0	"AB"	72	35.00	72.00	3/1/2016 0:00:00	
1077	"SLS-148"	"NB-240"	1/15/2016 0:00:00	"UNID Long Skinny"	12/30/1899 14:27:00	"SLS"	0	"AB"	2	35.00	2.00	3/1/2016 0:00:00	
1077	"SLS-148"	"NB-240"	1/15/2016 0:00:00	"YELGOB"	12/30/1899 14:27:00	"SLS"	0	"AB"	2	35.00	2.00	3/1/2016 0:00:00	
1078	"SLS-146"	"NB-273"	1/21/2016 0:00:00	"PACHER"	12/30/1899 7:50:00	"SLS"	0	"AB"	13	8.75	52.00	1/22/2016 0:00:00	
1078	"SLS-146"	"NB-273"	1/21/2016 0:00:00	"PRISCU"	12/30/1899 7:50:00	"SLS"	0	"AB"	1	8.75	4.00	1/22/2016 0:00:00	
1078	"SLS-146"	"NB-273"	1/21/2016 0:00:00	"UNID Long Skinny"	12/30/1899 7:50:00	"SLS"	0	"AB"	17	8.75	68.00	1/22/2016 0:00:00	
1078	"SLS-146"	"NB-273"	1/21/2016 0:00:00	"YELGOB"	12/30/1899 7:50:00	"SLS"	0	"AB"	129	8.75	516.00	1/21/2016 0:00:00	
1079	"SLS-147"	"NB-273"	1/21/2016 0:00:00	"ARRGOB"	12/30/1899 8:05:00	"SLS"	0	"AB"	1	8.75	4.00	1/27/2016 0:00:00	
1079	"SLS-147"	"NB-273"	1/21/2016 0:00:00	"MISSIL"	12/30/1899 8:05:00	"SLS"	1	"Field"	2	35.00	2.00	1/21/2016 0:00:00	
1079	"SLS-147"	"NB-273"	1/21/2016 0:00:00	"UNID Long Skinny"	12/30/1899 8:05:00	"SLS"	0	"AB"	3	8.75	12.00	1/27/2016 0:00:00	
1079	"SLS-147"	"NB-273"	1/21/2016 0:00:00	"YELGOB"	12/30/1899 8:05:00	"SLS"	0	"AB"	12	8.75	48.00	1/27/2016 0:00:00	
1080	"SLS-149"	"NB-271"	1/21/2016 0:00:00	"PACHER"	12/30/1899 8:30:00	"SLS"	0	"AB"	26	8.75	104.00	1/27/2016 0:00:00	
1080	"SLS-149"	"NB-271"	1/21/2016 0:00:00	"UNID Long Skinny"	12/30/1899 8:30:00	"SLS"	0	"AB"	6	8.75	24.00	1/27/2016 0:00:00	
1080	"SLS-149"	"NB-271"	1/21/2016 0:00:00	"YELGOB"	12/30/1899 8:30:00	"SLS"	0	"AB"	81	8.75	324.00	1/27/2016 0:00:00	
1081	"SLS-150"	"NB-271"	1/21/2016 0:00:00	"PACHER"	12/30/1899 8:50:00	"SLS"	0	"AB"	11	8.75	44.00	1/27/2016 0:00:00	
1081	"SLS-150"	"NB-271"	1/21/2016 0:00:00	"STRBAS"	12/30/1899 8:50:00	"SLS"	1	"Field"	1	35.00	1.00	1/21/2016 0:00:00	
1081	"SLS-150"	"NB-271"	1/21/2016 0:00:00	"UNID Long Skinny"	12/30/1899 8:50:00	"SLS"	0	"AB"	6	8.75	24.00	1/27/2016 0:00:00	
1081	"SLS-150"	"NB-271"	1/21/2016 0:00:00	"YELGOB"	12/30/1899 8:50:00	"SLS"	0	"AB"	64	8.75	256.00	1/27/2016 0:00:00	
1082	"SLS-151"	"NB-289"	1/21/2016 0:00:00	"LONMUD"	12/30/1899 10:25:00	"SLS"	0	"AB"	1	8.75	4.00	1/29/2016 0:00:00	
1082	"SLS-151"	"NB-289"	1/21/2016 0:00:00	"PACHER"	12/30/1899 10:25:00	"SLS"	0	"AB"	61	8.75	244.00	1/29/2016 0:00:00	
1082	"SLS-151"	"NB-289"	1/21/2016 0:00:00	"UNID Long Skinny"	12/30/1899 10:25:00	"SLS"	0	"AB"	4	8.75	16.00	1/29/2016 0:00:00	
1082	"SLS-151"	"NB-289"	1/21/2016 0:00:00	"YELGOB"	12/30/1899 10:25:00	"SLS"	0	"AB"	110	8.75	440.00	1/29/2016 0:00:00	
1083	"SLS-152"	"NB-289"	1/21/2016 0:00:00	"PACHER"	12/30/1899 10:41:00	"SLS"	0	"AB"	21	8.75	84.00	1/29/2016 0:00:00	
1083	"SLS-152"	"NB-289"	1/21/2016 0:00:00	"UNID Long Skinny"	12/30/1899 10:41:00	"SLS"	0	"AB"	6	8.75	24.00	1/29/2016 0:00:00	
1083	"SLS-152"	"NB-289"	1/21/2016 0:00:00	"YELGOB"	12/30/1899 10:41:00	"SLS"	0	"AB"	47	8.75	188.00	1/29/2016 0:00:00	
1084	"SLS-153"	"NB-283"	1/21/2016 0:00:00	"PACHER"	12/30/1899 11:06:00	"SLS"	0	"AB"	12	8.75	48.00	1/29/2016 0:00:00	
1084	"SLS-153"	"NB-283"	1/21/2016 0:00:00	"YELGOB"	12/30/1899 11:06:00	"SLS"	0	"AB"	63	8.75	252.00	1/29/2016 0:00:00	
1085	"SLS-154"	"NB-283"	1/21/2016 0:00:00	"PACHER"	12/30/1899 11:23:00	"SLS"	0	"AB"	8	8.75	32.00	1/29/2016 0:00:00	
1085	"SLS-154"	"NB-283"	1/21/2016 0:00:00	"UNID Long Skinny"	12/30/1899 11:23:00	"SLS"	0	"AB"	1	8.75	4.00	1/29/2016 0:00:00	
1085	"SLS-154"	"NB-283"	1/21/2016 0:00:00	"YELGOB"	12/30/1899 11:23:00	"SLS"	0	"AB"	62	8.75	248.00	1/29/2016 0:00:00	
1086	"SLS-155"	"NB-370"	1/21/2016 0:00:00	"PACHER"	12/30/1899 13:52:00	"SLS"	0	"AB"	8	8.75	32.00	1/29/2016 0:00:00	
1086	"SLS-155"	"NB-370"	1/21/2016 0:00:00	"YELGOB"	12/30/1899 13:52:00	"SLS"	0	"AB"	86	8.75	344.00	1/29/2016 0:00:00	
1087	"SLS-157"	"SB-120"	1/23/2016 0:00:00	"LONMUD"	12/30/1899 8:20:00	"SLS"	0	"AB"	6	35.00	6.00	3/1/2016 0:00:00	
1087	"SLS-157"	"SB-120"	1/23/2016 0:00:00	"PACHER"	12/30/1899 8:20:00	"SLS"	0	"AB"	52	35.00	52.00	3/1/2016 0:00:00	
1087	"SLS-157"	"SB-120"	1/23/2016 0:00:00	"PRISCU"	12/30/1899 8:20:00	"SLS"	0	"AB"	39	35.00	39.00	3/1/2016 0:00:00	
1087	"SLS-157"	"SB-120"	1/23/2016 0:00:00	"YELGOB"	12/30/1899 8:20:00	"SLS"	0	"AB"	450	35.00	450.00	3/1/2016 0:00:00	
1088	"SLS-156"	"SB-120"	1/23/2016 0:00:00	"LONMUD"	12/30/1899 8:42:00	"SLS"	0	"AB"	7	35.00	7.00	3/1/2016 0:00:00	
1088	"SLS-156"	"SB-120"	1/23/2016 0:00:00	"PACHER"	12/30/1899 8:42:00	"SLS"	0	"AB"	5	35.00	5.00	3/1/2016 0:00:00	
1088	"SLS-156"	"SB-120"	1/23/2016 0:00:00	"PRISCU"	12/30/1899 8:42:00	"SLS"	0	"AB"	19	35.00	19.00	3/1/2016 0:00:00	
1088	"SLS-156"	"SB-120"	1/23/2016 0:00:00	"YELGOB"	12/30/1899 8:42:00	"SLS"	0	"AB"	235	35.00	235.00	3/1/2016 0:00:00	
1089	"SLS-158"	"SB-130"	1/23/2016 0:00:00	"LONMUD"	12/30/1899 9:29:00	"SLS"	0	"AB"	34	35.00	34.00	3/3/2016 0:00:00	
1089	"SLS-158"	"SB-130"	1/23/2016 0:00:00	"NORANC"	12/30/1899 9:29:00	"SLS"	0	"AB"	2	35.00	2.00	3/3/2016 0:00:00	
1089	"SLS-158"	"SB-130"	1/23/2016 0:00:00	"PACHER"	12/30/1899 9:29:00	"SLS"	0	"AB"	114	35.00	114.00	3/3/2016 0:00:00	
1089	"SLS-158"	"SB-130"	1/23/2016 0:00:00	"PRISCU"	12/30/1899 9:29:00	"SLS"	0	"AB"	8	35.00	8.00	3/3/2016 0:00:00	
1089	"SLS-158"	"SB-130"	1/23/2016 0:00:00	"UNID Long Skinny"	12/30/1899 9:29:00	"SLS"	0	"AB"	10	35.00	10.00	3/3/2016 0:00:00	
1089	"SLS-158"	"SB-130"	1/23/2016 0:00:00	"YELGOB"	12/30/1899 9:29:00	"SLS"	0	"AB"	2089	35.00	2089.00	3/3/2016 0:00:00	
1090	"SLS-159"	"SB-130"	1/23/2016 0:00:00	"LONMUD"	12/30/1899 9:50:00	"SLS"	0	"AB"	12	35.00	12.00	3/7/2016 0:00:00	
1090	"SLS-159"	"SB-130"	1/23/2016 0:00:00	"NORANC"	12/30/1899 9:50:00	"SLS"	0	"AB"	1	35.00	1.00	3/7/2016 0:00:00	
1090	"SLS-159"	"SB-130"	1/23/2016 0:00:00	"PACHER"	12/30/1899 9:50:00	"SLS"	0	"AB"	1280	35.00	1280.00	3/7/2016 0:00:00	
1090	"SLS-159"	"SB-130"	1/23/2016 0:00:00	"PRISCU"	12/30/1899 9:50:00	"SLS"	0	"AB"	3	35.00	3.00	3/7/2016 0:00:00	
1090	"SLS-159"	"SB-130"	1/23/2016 0:00:00	"YELGOB"	12/30/1899 9:50:00	"SLS"	0	"AB"	1540	35.00	1540.00	3/7/2016 0:00:00	
1091	"SLS-187"	"SB-130"	1/23/2016 0:00:00	"LONMUD"	12/30/1899 10:05:00	"SLS"	0	"AB"	34	35.00	34.00	4/19/2016 0:00:00	
1091	"SLS-187"	"SB-130"	1/23/2016 0:00:00	"NORANC"	12/30/1899 10:05:00	"SLS"	0	"AB"	1	35.00	1.00	4/19/2016 0:00:00	
1091	"SLS-187"	"SB-130"	1/23/2016 0:00:00	"PACHER"	12/30/1899 10:05:00	"SLS"	0	"AB"	303	35.00	303.00	4/19/2016 0:00:00	
1091	"SLS-187"	"SB-130"	1/23/2016 0:00:00	"PRISCU"	12/30/1899 10:05:00	"SLS"	0	"AB"	1	35.00	1.00	4/19/2016 0:00:00	
1091	"SLS-187"	"SB-130"	1/23/2016 0:00:00	"YELGOB"	12/30/1899 10:05:00	"SLS"	0	"AB"	3846	35.00	3846.00	4/19/2016 0:00:00	
1092	"SLS-188"	"SB-130"	1/23/2016 0:00:00	"LONMUD"	12/30/1899 10:22:00	"SLS"	0	"AB"	27	35.00	27.00	4/20/2016 0:00:00	
1092	"SLS-188"	"SB-130"	1/23/2016 0:00:00	"PACHER"	12/30/1899 10:22:00	"SLS"	0	"AB"	312	35.00	312.00	4/20/2016 0:00:00	
1092	"SLS-188"	"SB-130"	1/23/2016 0:00:00	"PRISCU"	12/30/1899 10:22:00	"SLS"	0	"AB"	3	35.00	3.00	4/20/2016 0:00:00	
1092	"SLS-188"	"SB-130"	1/23/2016 0:00:00	"YELGOB"	12/30/1899 10:22:00	"SLS"	0	"AB"	3153	35.00	3153.00	4/20/2016 0:00:00	
1093	"SLS-189"	"SB-130"	1/23/2016 0:00:00	"LONMUD"	12/30/1899 10:38:00	"SLS"	0	"AB"	5	35.00	5.00	4/22/2016 0:00:00	
1093	"SLS-189"	"SB-130"	1/23/2016 0:00:00	"NORANC"	12/30/1899 10:38:00	"SLS"	0	"AB"	2	35.00	2.00	4/22/2016 0:00:00	
1093	"SLS-189"	"SB-130"	1/23/2016 0:00:00	"PACHER"	12/30/1899 10:38:00	"SLS"	0	"AB"	18	35.00	18.00	4/22/2016 0:00:00	
1093	"SLS-189"	"SB-130"	1/23/2016 0:00:00	"YELGOB"	12/30/1899 10:38:00	"SLS"	0	"AB"	900	35.00	900.00	4/22/2016 0:00:00	
1094	"SLS-184"	"SB-140"	1/23/2016 0:00:00	"LONMUD"	12/30/1899 11:01:00	"SLS"	0	"AB"	1	35.00	1.00	4/11/2016 0:00:00	
1094	"SLS-184"	"SB-140"	1/23/2016 0:00:00	"NORANC"	12/30/1899 11:01:00	"SLS"	0	"AB"	20	35.00	20.00	4/11/2016 0:00:00	
1094	"SLS-184"	"SB-140"	1/23/2016 0:00:00	"PACHER"	12/30/1899 11:01:00	"SLS"	0	"AB"	101	35.00	101.00	4/11/2016 0:00:00	
1094	"SLS-184"	"SB-140"	1/23/2016 0:00:00	"PRISCU"	12/30/1899 11:01:00	"SLS"	0	"AB"	3	35.00	3.00	4/11/2016 0:00:00	
1094	"SLS-184"	"SB-140"	1/23/2016 0:00:00	"YELGOB"	12/30/1899 11:01:00	"SLS"	0	"AB"	1271	35.00	1271.00	4/11/2016 0:00:00	
1095	"SLS-185"	"SB-410"	1/23/2016 0:00:00	"ARRGOB"	12/30/1899 13:52:00	"SLS"	0	"ZB"	1	35.00	1.00	12/15/2016 0:00:00	
1095	"SLS-185"	"SB-410"	1/23/2016 0:00:00	"LONMUD"	12/30/1899 13:52:00	"SLS"	0	"ZB"	1	35.00	1.00	12/15/2016 0:00:00	
1095	"SLS-185"	"SB-410"	1/23/2016 0:00:00	"PACHER"	12/30/1899 13:52:00	"SLS"	0	"AB"	1092	35.00	1092.00	4/13/2016 0:00:00	
1095	"SLS-185"	"SB-410"	1/23/2016 0:00:00	"UNID LARVAL"	12/30/1899 13:52:00	"SLS"	0	"ZB"	1	35.00	1.00	12/15/2016 0:00:00	
1095	"SLS-185"	"SB-410"	1/23/2016 0:00:00	"YELGOB"	12/30/1899 13:52:00	"SLS"	0	"ZB"	1312	35.00	1312.00	9/13/2016 0:00:00	
1096	"SLS-160"	"NB-720"	1/27/2016 0:00:00	"PRISCU"	12/30/1899 8:33:00	"SLS"	0	"AB"	23	35.00	23.00	3/14/2016 0:00:00	
1096	"SLS-160"	"NB-720"	1/27/2016 0:00:00	"SHIGOB"	12/30/1899 8:33:00	"SLS"	1	"Field"	1	35.00	1.00	1/27/2016 0:00:00	
1096	"SLS-160"	"NB-720"	1/27/2016 0:00:00	"YELGOB"	12/30/1899 8:33:00	"SLS"	0	"AB"	339	35.00	339.00	3/14/2016 0:00:00	
1097	"SLS-161"	"NB-740"	1/27/2016 0:00:00	"PRISCU"	12/30/1899 8:58:00	"SLS"	0	"AB"	8	35.00	8.00	3/17/2016 0:00:00	
1097	"SLS-161"	"NB-740"	1/27/2016 0:00:00	"YELGOB"	12/30/1899 8:58:00	"SLS"	0	"AB"	133	35.00	133.00	3/17/2016 0:00:00	
1098	"SLS-162"	"NB-810"	1/27/2016 0:00:00	"PACHER"	12/30/1899 9:42:00	"SLS"	0	"AB"	3	35.00	3.00	3/17/2016 0:00:00	
1098	"SLS-162"	"NB-810"	1/27/2016 0:00:00	"PRISCU"	12/30/1899 9:42:00	"SLS"	0	"AB"	1	35.00	1.00	3/17/2016 0:00:00	
1098	"SLS-162"	"NB-810"	1/27/2016 0:00:00	"RAIKIL"	12/30/1899 9:42:00	"SLS"	1	"Field"	1	35.00	1.00	1/27/2016 0:00:00	
1098	"SLS-162"	"NB-810"	1/27/2016 0:00:00	"YELGOB"	12/30/1899 9:42:00	"SLS"	0	"AB"	97	35.00	97.00		
1099	"SLS-163"	"NB-820"	1/27/2016 0:00:00	"PACHER"	12/30/1899 10:04:00	"SLS"	0	"AB"	26	35.00	26.00	3/17/2016 0:00:00	
1099	"SLS-163"	"NB-820"	1/27/2016 0:00:00	"UNID Long Skinny"	12/30/1899 10:04:00	"SLS"	0	"AB"	22	35.00	22.00	3/17/2016 0:00:00	
1099	"SLS-163"	"NB-820"	1/27/2016 0:00:00	"YELGOB"	12/30/1899 10:04:00	"SLS"	0	"AB"	143	35.00	143.00	3/17/2016 0:00:00	
1100	"SLS-164"	"NB-830"	1/27/2016 0:00:00	"PACHER"	12/30/1899 10:21:00	"SLS"	0	"AB"	10	35.00	10.00	3/1/2016 0:00:00	
1100	"SLS-164"	"NB-830"	1/27/2016 0:00:00	"PRISCU"	12/30/1899 10:21:00	"SLS"	0	"AB"	1	35.00	1.00	3/1/2016 0:00:00	
1100	"SLS-164"	"NB-830"	1/27/2016 0:00:00	"YELGOB"	12/30/1899 10:21:00	"SLS"	0	"AB"	169	35.00	169.00	3/1/2016 0:00:00	
1101	"SLS-165"	"NB-860"	1/27/2016 0:00:00	"PACHER"	12/30/1899 10:50:00	"SLS"	0	"AB"	395	35.00	395.00	2/29/2016 0:00:00	
1101	"SLS-165"	"NB-860"	1/27/2016 0:00:00	"PRISCU"	12/30/1899 10:50:00	"SLS"	0	"AB"	1	35.00	1.00	2/29/2016 0:00:00	
1101	"SLS-165"	"NB-860"	1/27/2016 0:00:00	"YELGOB"	12/30/1899 10:50:00	"SLS"	0	"AB"	109	35.00	109.00	2/29/2016 0:00:00	
1102	"SLS-166"	"NB-860"	1/27/2016 0:00:00	"SHOGOB"	12/30/1899 10:59:00	"SLS"	1	"Field"	1	35.00	1.00	1/27/2016 0:00:00	
1102	"SLS-166"	"NB-860"	1/27/2016 0:00:00	"YELGOB"	12/30/1899 10:59:00	"SLS"	0	"ZB"	19	35.00	19.00	8/24/2016 0:00:00	
1103	"SLS-167"	"NB-860"	1/27/2016 0:00:00	"YELGOB"	12/30/1899 11:26:00	"SLS"	0	"ZB"	1	35.00	1.00	8/18/2016 0:00:00	
1104	"SLS-168"	"NB-890"	1/27/2016 0:00:00	"PACHER"	12/30/1899 11:55:00	"SLS"	0	"AB"	219	35.00	219.00	3/21/2016 0:00:00	
1104	"SLS-168"	"NB-890"	1/27/2016 0:00:00	"YELGOB"	12/30/1899 11:55:00	"SLS"	0	"AB"	60	35.00	60.00	3/21/2016 0:00:00	
1105	"SLS-169"	"NB-900"	1/27/2016 0:00:00	"PACHER"	12/30/1899 12:12:00	"SLS"	0	"AB"	223	35.00	223.00	3/21/2016 0:00:00	
1105	"SLS-169"	"NB-900"	1/27/2016 0:00:00	"UNID Long Skinny"	12/30/1899 12:12:00	"SLS"	0	"AB"	57	35.00	57.00	3/21/2016 0:00:00	
1105	"SLS-169"	"NB-900"	1/27/2016 0:00:00	"YELGOB"	12/30/1899 12:12:00	"SLS"	0	"AB"	16	35.00	16.00		
1106	"SLS-170"	"NB-930"	1/27/2016 0:00:00	"PACHER"	12/30/1899 12:48:00	"SLS"	0	"AB"	335	35.00	335.00	3/22/2016 0:00:00	
1106	"SLS-170"	"NB-930"	1/27/2016 0:00:00	"PRISCU"	12/30/1899 12:48:00	"SLS"	0	"AB"	1	35.00	1.00	3/22/2016 0:00:00	
1106	"SLS-170"	"NB-930"	1/27/2016 0:00:00	"YELGOB"	12/30/1899 12:48:00	"SLS"	0	"AB"	4	35.00	4.00	3/22/2016 0:00:00	
1107	"SLS-171"	"NB-930"	1/27/2016 0:00:00	"NO CATCH"	12/30/1899 13:03:00	"SLS"	0	"ZB"	0	35.00	0.00	8/29/2016 0:00:00	
1107	"SLS-171"	"NB-930"	1/27/2016 0:00:00	"NORANC"	12/30/1899 13:03:00	"SLS"	1	"Field"	1	35.00	1.00	1/27/2016 0:00:00	
1108	"SLS-173"	"NB-180"	1/28/2016 0:00:00	"PACHER"	12/30/1899 7:45:00	"SLS"	0	"ZB"	1	35.00	1.00	8/18/2016 0:00:00	
1108	"SLS-173"	"NB-180"	1/28/2016 0:00:00	"PRISCU"	12/30/1899 7:45:00	"SLS"	0	"AB"	28	35.00	28.00	3/22/2016 0:00:00	
1108	"SLS-173"	"NB-180"	1/28/2016 0:00:00	"UNID Long Skinny"	12/30/1899 7:45:00	"SLS"	0	"AB"	2	35.00	2.00	3/22/2016 0:00:00	
1108	"SLS-173"	"NB-180"	1/28/2016 0:00:00	"YELGOB"	12/30/1899 7:45:00	"SLS"	0	"AB"	297	35.00	297.00	3/22/2016 0:00:00	
1109	"SLS-172"	"NB-180"	1/28/2016 0:00:00	"PRISCU"	12/30/1899 8:02:00	"SLS"	0	"ZB"	32	35.00	32.00	8/24/2016 0:00:00	
1109	"SLS-172"	"NB-180"	1/28/2016 0:00:00	"YELGOB"	12/30/1899 8:02:00	"SLS"	0	"ZB"	56	35.00	56.00	8/24/2016 0:00:00	
1110	"SLS-174"	"NB-170"	1/28/2016 0:00:00	"PRISCU"	12/30/1899 8:19:00	"SLS"	0	"AB"	209	35.00	209.00	3/22/2016 0:00:00	
1110	"SLS-174"	"NB-170"	1/28/2016 0:00:00	"UNID Long Skinny"	12/30/1899 8:19:00	"SLS"	0	"AB"	1	35.00	1.00	3/22/2016 0:00:00	
1110	"SLS-174"	"NB-170"	1/28/2016 0:00:00	"YELGOB"	12/30/1899 8:19:00	"SLS"	0	"AB"	304	35.00	304.00	3/22/2016 0:00:00	
1111	"SLS-175"	"NB-230"	1/28/2016 0:00:00	"PACHER"	12/30/1899 8:50:00	"SLS"	0	"AB"	26	35.00	26.00	3/23/2016 0:00:00	
1111	"SLS-175"	"NB-230"	1/28/2016 0:00:00	"PRISCU"	12/30/1899 8:50:00	"SLS"	0	"AB"	8	35.00	8.00	3/23/2016 0:00:00	
