"RecordNumber"	"StationNames"	"Date"	"Time"	"Replicate"	"CableAngle"	"TowDuration"	"AvgTrawlDepth"	"Latitude"	"Longitude"	"TrackNote"
1045	"SB-A21.4"	1/9/2016 0:00:00	12/30/1899 13:00:00	"1"		12/30/1899 10:00:00				
1046	"SB-COY2"	1/9/2016 0:00:00	12/30/1899 14:44:00	"1"	15	12/30/1899 10:00:00	13.40			
1047	"SB-ART2"	1/10/2016 0:00:00	12/30/1899 9:59:00	"1"	30	12/30/1899 10:00:00	10.20			
1048	"SB-430"	1/10/2016 0:00:00	12/30/1899 10:22:00	"1"	22	12/30/1899 10:00:00	13.40			
1049	"SB-COY1"	1/10/2016 0:00:00	12/30/1899 12:14:00	"1"	28	12/30/1899 10:00:00	13.20			
1050	"SB-A19.1"	1/10/2016 0:00:00	12/30/1899 12:40:00	"1"	20	12/30/1899 10:00:00	9.80			
1051	"SB-COY1"	1/10/2016 0:00:00	12/30/1899 15:40:00	"1"	15	12/30/1899 10:00:00	13.20			
1052	"NB-710"	1/13/2016 0:00:00	12/30/1899 8:12:00	"1"	30	12/30/1899 10:00:00	9.70			"PET_1_13_16 -1"
1053	"NB-720"	1/13/2016 0:00:00	12/30/1899 8:30:00	"1"	31	12/30/1899 10:00:00	6.20	"38.2317389472222"	"-122.629293688889"	"2"
1054	"NB-730"	1/13/2016 0:00:00	12/30/1899 9:15:00	"1"	30	12/30/1899 10:00:00	8.30	"38.2286349416667"	"-122.619625927778"	"3"
1055	"NB-730"	1/13/2016 0:00:00	12/30/1899 9:29:00	"2"	29	12/30/1899 10:00:00	8.30	"38.228881675"	"-122.620751452778"	"4"
1056	"NB-750"	1/13/2016 0:00:00	12/30/1899 10:00:00	"1"	30	12/30/1899 10:00:00	12.20	"38.2155807666667"	"-122.589943738889"	"5"
1057	"NB-770"	1/13/2016 0:00:00	12/30/1899 10:36:00	"1"	19	12/30/1899 10:00:00	14.10	"38.2081124611111"	"-122.581086336111"	"6"
1058	"NB-810"	1/13/2016 0:00:00	12/30/1899 11:08:00	"1"	24	12/30/1899 10:00:00	16.70	"38.195945575"	"-122.547544408333"	"7"
1059	"NB-810"	1/13/2016 0:00:00	12/30/1899 11:24:00	"1"	25	12/30/1899 10:00:00	16.90	"38.193688325"	"-122.546404077778"	"8"
1060	"NB-840"	1/13/2016 0:00:00	12/30/1899 11:49:00	"1"	20	12/30/1899 10:00:00	16.20	"38.1746757111111"	"-122.535080155556"	"9"
1061	"NB-840"	1/13/2016 0:00:00	12/30/1899 12:06:00	"2"	21	12/30/1899 10:00:00	16.20	"38.1730370138889"	"-122.532986133333"	"10"
1062	"NB-520"	1/14/2016 0:00:00	12/30/1899 7:45:00	"1"	19	12/30/1899 10:00:00	7.30	"38.2289634361111"	"-122.419888641667"	"SON 1"
1063	"NB-530"	1/14/2016 0:00:00	12/30/1899 8:14:00	"1"	37	12/30/1899 10:00:00	4.30	"38.2271387138889"	"-122.419656591667"	"SON 2"
1064	"NB-550"	1/14/2016 0:00:00	12/30/1899 8:40:00	"1"	30	12/30/1899 10:00:00	5.30	"38.212577"	"-122.420680472222"	"SON 3"
1065	"NB-550"	1/14/2016 0:00:00	12/30/1899 9:02:00	"2"	40	12/30/1899 10:00:00	8.60	"38.2126008861111"	"-122.42105015"	"SON 4"
1066	"NB-1017"	1/14/2016 0:00:00	12/30/1899 10:15:00	"1"	27	12/30/1899 10:00:00	4.30	"38.1365573805556"	"-122.391210111111"	"SON 5"
1067	"NB-1013"	1/14/2016 0:00:00	12/30/1899 10:31:00	"2"	31	12/30/1899 10:00:00	3.90	"38.1381689861111"	"-122.392072583333"	"SON 6"
1068	"NB-300"	1/15/2016 0:00:00	12/30/1899 10:53:00	"1"	19	12/30/1899 10:00:00		"38.1758168027778"	"-122.293182947222"	"NB300SLS"
1069	"NB-300"	1/15/2016 0:00:00	12/30/1899 11:09:00	"2"	19	12/30/1899 10:00:00	25.00	"38.1751097805556"	"-122.293134766667"	"NB300SLS2"
1070	"NB-280"	1/15/2016 0:00:00	12/30/1899 11:30:00	"1"	17	12/30/1899 10:00:00	11.70	"38.1868768111111"	"-122.312600222222"	"NB280SLS"
1071	"NB-280"	1/15/2016 0:00:00	12/30/1899 11:49:00	"2"	19	12/30/1899 10:00:00	13.00	"38.18888895"	"-122.312951802778"	"NB280SLS2"
1072	"NB-170"	1/15/2016 0:00:00	12/30/1899 12:39:00	"1"	16	12/30/1899 10:00:00	14.00			"NB170SLS"
1073	"NB-170"	1/15/2016 0:00:00	12/30/1899 12:52:00	"2"	18	12/30/1899 10:00:00	13.40			"NB170SLS2"
1074	"NB-210"	1/15/2016 0:00:00	12/30/1899 13:27:00	"1"	11	12/30/1899 10:00:00	16.00	"38.2351033194444"	"-122.287405191667"	"NB210SLS"
1075	"NB-210"	1/15/2016 0:00:00	12/30/1899 13:41:00	"2"	16	12/30/1899 10:00:00	21.00	"38.2322143694444"	"-122.2900872"	"NB210SLS2"
1076	"NB-240"	1/15/2016 0:00:00	12/30/1899 14:11:00	"1"	18	12/30/1899 10:00:00	19.10	"38.2177525388889"	"-122.310836136111"	"NB240SLS"
1077	"NB-240"	1/15/2016 0:00:00	12/30/1899 14:27:00	"2"	17	12/30/1899 10:00:00	20.00	"38.218065725"	"-122.310710997222"	"NB240SLS2"
1078	"NB-273"	1/21/2016 0:00:00	12/30/1899 7:50:00	"1"	40	12/30/1899 10:00:00	5.80	"38.2040167888889"	"-122.324031975"	"NB273"
1079	"NB-273"	1/21/2016 0:00:00	12/30/1899 8:05:00	"2"	19	12/30/1899 10:00:00	6.40	"38.2013942694444"	"-122.325044408333"	"NB273-2"
1080	"NB-271"	1/21/2016 0:00:00	12/30/1899 8:30:00	"1"	15	12/30/1899 10:00:00	9.00			"NB-271"
1081	"NB-271"	1/21/2016 0:00:00	12/30/1899 8:50:00	"2"	16	12/30/1899 10:00:00	7.20			"NB271-2"
1082	"NB-289"	1/21/2016 0:00:00	12/30/1899 10:25:00	"1"	17	12/30/1899 10:00:00	10.50	"38.1923998416667"	"-122.350853983333"	"NB289-1"
1083	"NB-289"	1/21/2016 0:00:00	12/30/1899 10:41:00	"2"	14	12/30/1899 10:00:00	10.60	"38.1912390861111"	"-122.3491841"	"NB289-2"
1084	"NB-283"	1/21/2016 0:00:00	12/30/1899 11:06:00	"1"	15	12/30/1899 10:00:00	21.00	"38.1930326861111"	"-122.330567752778"	"NB283-1"
1085	"NB-283"	1/21/2016 0:00:00	12/30/1899 11:23:00	"2"	13	12/30/1899 10:00:00	23.20	"38.1928544194444"	"-122.329272"	"NB283-2"
1086	"NB-370"	1/21/2016 0:00:00	12/30/1899 13:52:00	"1"	15	12/30/1899 10:00:00	17.50	"38.1214773833333"	"-122.283914833333"	"NB370D"
1087	"SB-120"	1/23/2016 0:00:00	12/30/1899 8:20:00	"1"	20	12/30/1899 10:00:00	5.10	"37.4626150111111"	"-121.939240569444"	"Folder Coy 012316"
1088	"SB-120"	1/23/2016 0:00:00	12/30/1899 8:42:00	"2"	20	12/30/1899 10:00:00	9.10	"37.4609631888889"	"-121.93544475"	"SB120-2"
1089	"SB-130"	1/23/2016 0:00:00	12/30/1899 9:29:00	"1"	22	12/30/1899 10:00:00	6.90	"37.4667548277778"	"-121.944353755556"	"SB130"
1090	"SB-130"	1/23/2016 0:00:00	12/30/1899 9:50:00	"2"	22	12/30/1899 10:00:00	8.70	"37.4679053138889"	"-121.944157508333"	"SB130-2"
1091	"SB-130"	1/23/2016 0:00:00	12/30/1899 10:05:00	"3"	20	12/30/1899 10:00:00	13.90	"37.4692023555556"	"-121.945412961111"	"SB130-3"
1092	"SB-130"	1/23/2016 0:00:00	12/30/1899 10:22:00	"4"	19	12/30/1899 10:00:00	14.40	"37.4687829277778"	"-121.946369461111"	"SB130-4"
1093	"SB-130"	1/23/2016 0:00:00	12/30/1899 10:38:00	"5"	13	12/30/1899 10:00:00	13.10	"37.4668778583333"	"-121.947084438889"	"SB130-5"
1094	"SB-140"	1/23/2016 0:00:00	12/30/1899 11:01:00	"1"	30	12/30/1899 10:00:00	15.40	"37.4636625861111"	"-121.946394005556"	"SB140"
1095	"SB-410"	1/23/2016 0:00:00	12/30/1899 13:52:00	"1"	25	12/30/1899 10:00:00	11.90			"SB140"
1096	"NB-720"	1/27/2016 0:00:00	12/30/1899 8:33:00	"1"	27	12/30/1899 10:00:00	7.60	"38.2299150722222"	"-122.626232066667"	"NB_720_SLS1"
1097	"NB-740"	1/27/2016 0:00:00	12/30/1899 8:58:00	"1"	25	12/30/1899 10:00:00	8.35	"38.2266857"	"-122.610378258333"	"NB740_SLS2"
1098	"NB-810"	1/27/2016 0:00:00	12/30/1899 9:42:00	"1"	15	12/30/1899 10:00:00	17.10	"38.1963746361111"	"-122.54767405"	"NB810_SLS3"
1099	"NB-820"	1/27/2016 0:00:00	12/30/1899 10:04:00	"1"	15	12/30/1899 10:00:00	12.20	"38.1855726833333"	"-122.5447386"	"NB820_SLS4"
1100	"NB-830"	1/27/2016 0:00:00	12/30/1899 10:21:00	"1"	17	12/30/1899 10:00:00	13.45	"38.1816906305556"	"-122.542811747222"	"NB830SLS4"
1101	"NB-860"	1/27/2016 0:00:00	12/30/1899 10:50:00	"1"	15	12/30/1899 10:00:00	18.10	"38.1603825805556"	"-122.545013858333"	"NB-860_SLS6"
1102	"NB-860"	1/27/2016 0:00:00	12/30/1899 10:59:00	"2"	17	12/30/1899 10:00:00	21.75	"38.1584387277778"	"-122.544358244444"	"NB860_SLS7"
1103	"NB-860"	1/27/2016 0:00:00	12/30/1899 11:26:00	"3"	19	12/30/1899 10:00:00	30.30	"38.1566779861111"	"-122.543052938889"	"NB860_SLS8"
1104	"NB-890"	1/27/2016 0:00:00	12/30/1899 11:55:00	"1"	17	12/30/1899 10:00:00	16.67	"38.1375920611111"	"-122.51635185"	"NB890_SLS9"
1105	"NB-900"	1/27/2016 0:00:00	12/30/1899 12:12:00	"1"	15	12/30/1899 10:00:00	18.10	"38.1351772305556"	"-122.513936627778"	"NB900"
1106	"NB-930"	1/27/2016 0:00:00	12/30/1899 12:48:00	"1"	17	12/30/1899 10:00:00	15.30	"38.1116562472222"	"-122.498258619444"	"NB930_SLS11"
1107	"NB-930"	1/27/2016 0:00:00	12/30/1899 13:03:00	"2"	17	12/30/1899 10:00:00	15.05	"38.1112895777778"	"-122.497291266667"	"NB930_SLS12"
1108	"NB-180"	1/28/2016 0:00:00	12/30/1899 7:45:00	"1"	15	12/30/1899 10:00:00	18.25	"38.2601961611111"	"-122.286634088889"	"Tow 1"
1109	"NB-180"	1/28/2016 0:00:00	12/30/1899 8:02:00	"2"	16	12/30/1899 10:00:00	16.57	"38.2624318027778"	"-122.286595002778"	"Tow 2"
1110	"NB-170"	1/28/2016 0:00:00	12/30/1899 8:19:00	"1"	16	12/30/1899 10:00:00	17.37	"38.2648017111111"	"-122.28465055"	"Tow 3"
1111	"NB-230"	1/28/2016 0:00:00	12/30/1899 8:50:00	"1"	20	12/30/1899 10:00:00	20.00	"38.2260872305556"	"-122.307036141667"	"Tow 4"
1112	"NB-260"	1/28/2016 0:00:00	12/30/1899 9:54:00	"1"	17	12/30/1899 10:00:00	19.05	"38.2030008777778"	"-122.310661625"	"Tow 5"
1113	"NB-250"	1/28/2016 0:00:00	12/30/1899 10:08:00	"1"	19	12/30/1899 10:00:00	21.80	"38.2049798138889"	"-122.308146522222"	"Tow 6"
1114	"NB-310"	1/28/2016 0:00:00	12/30/1899 10:49:00	"1"	20	12/30/1899 10:00:00	14.53	"38.1690456972222"	"-122.293378563889"	"Tow 7"
1115	"NB-310"	1/28/2016 0:00:00	12/30/1899 11:06:00	"2"	14	12/30/1899 10:00:00	11.70	"38.163999475"	"-122.295456580556"	"Tow 8"
1116	"NB-1119"	1/28/2016 0:00:00	12/30/1899 11:59:00	"1"	20	12/30/1899 10:00:00	7.70	"38.0645793888889"	"-122.299749208333"	"Tow 9"
1117	"NB-1118"	1/28/2016 0:00:00	12/30/1899 12:15:00	"1"	16	12/30/1899 10:00:00	7.20	"38.0646840166667"	"-122.301781083333"	"Tow 10"
1118	"NB-1119"	1/28/2016 0:00:00	12/30/1899 12:36:00	"2"	20	12/30/1899 10:00:00	5.45	"38.0666119444444"	"-122.301781083333"	"Tow 11"
1119	"NB-1119"	1/28/2016 0:00:00	12/30/1899 12:57:00	"3"	20	12/30/1899 10:00:00	5.00	"38.0650736833333"	"-122.292391205556"	"Tow 12"
1120	"NB-1170"	2/2/2016 0:00:00	12/30/1899 7:03:00	"1"	17	12/30/1899 10:00:00	12.10	"38.0359656694444"	"-122.296986280556"	"SLSNB1170"
1121	"NB-1167"	2/2/2016 0:00:00	12/30/1899 7:33:00	"1"	20	12/30/1899 10:00:00	22.40	"38.0339065472222"	"-122.326576016667"	"SLSNB1167"
1122	"NB-1147"	2/2/2016 0:00:00	12/30/1899 9:00:00	"1"		12/30/1899 10:00:00	21.00	"38.0422980527778"	"-122.371485616667"	"SLSNB1147"
1123	"NB-1133"	2/2/2016 0:00:00	12/30/1899 9:36:00	"1"		12/30/1899 10:00:00				"SLSNB1133"
1124	"NB-1134"	2/2/2016 0:00:00	12/30/1899 10:00:00	"1"	20	12/30/1899 10:00:00	21.00			"SLSNB1134"
1125	"NB-1134"	2/2/2016 0:00:00	12/30/1899 10:35:00	"2"	18	12/30/1899 10:00:00	6.40	"38.0649011444444"	"-122.294601052778"	"SLSNB1134"
1126	"NB-361"	2/3/2016 0:00:00	12/30/1899 8:04:00		21	12/30/1899 10:00:00	15.00	"38.1235774055556"	"-122.297416002778"	"WP DUTSL_SLS"
1127	"NB-341"	2/3/2016 0:00:00	12/30/1899 8:50:00		23	12/30/1899 10:00:00	18.00			"WP SOUTH_SLS"
1128	"NB-283"	2/3/2016 0:00:00	12/30/1899 10:17:00		28	12/30/1899 10:00:00	17.00	"38.1928168222222"	"-122.332395058333"	"SLS"
1129	"NB-271"	2/3/2016 0:00:00	12/30/1899 10:48:00		29	12/30/1899 10:00:00	6.60	"38.1956647055556"	"-122.319857075"	"SLS"
1130	"NB-252"	2/3/2016 0:00:00	12/30/1899 11:30:00		20	12/30/1899 10:00:00	13.50	"38.2140750527778"	"-122.306320988889"	
1131	"NB-242"	2/3/2016 0:00:00	12/30/1899 11:59:00		27	12/30/1899 10:00:00	5.00	"38.2189714333333"	"-122.307528086111"	
1132	"NB-201"	2/3/2016 0:00:00	12/30/1899 12:27:00		20	12/30/1899 10:00:00	13.10	"38.2470653194444"	"-122.286883183333"	
1133	"NB-190"	2/3/2016 0:00:00	12/30/1899 12:54:00		21	12/30/1899 10:00:00	19.20	"38.2520999972222"	"-122.285008147222"	
1134	"NB-1109"	2/4/2016 0:00:00	12/30/1899 8:42:00		19	12/30/1899 10:00:00	10.60	"38.061913925"	"-122.431056372222"	"SLSNB1109_2"
1135	"NB-1125"	2/4/2016 0:00:00	12/30/1899 9:07:00		16	12/30/1899 10:00:00	11.20			"SLSNB1125"
1136	"NB-1158"	2/4/2016 0:00:00	12/30/1899 9:28:00		19	12/30/1899 10:00:00	9.90	"38.0310761166667"	"-122.454818641667"	"SLSNB1158"
1137	"NB-1172"	2/4/2016 0:00:00	12/30/1899 9:56:00		21	12/30/1899 12:00:00	6.60	"38.0171194361111"	"-122.492185211111"	"SLSNB1172"
1138	"NB-990"	2/4/2016 0:00:00	12/30/1899 10:29:00		21	12/30/1899 10:00:00	7.00	"38.0175540111111"	"-122.511020580556"	"SLSNBGC"
1139	"NB-1140"	2/4/2016 0:00:00	12/30/1899 11:56:00		22	12/30/1899 10:00:00	5.20	"38.0429113722222"	"-122.464570041667"	"SLSNB1140"
1140	"NB-1106"	2/4/2016 0:00:00	12/30/1899 12:20:00		22	12/30/1899 10:00:00	4.50	"38.0647526027778"	"-122.461396852778"	"SLSNB1106"
1141	"NB-1162"	2/4/2016 0:00:00	12/30/1899 12:46:00		21	12/30/1899 10:00:00	4.00	"38.0949856"	"-122.430440622222"	"SLSNB1162"
1142	"NB-1178"	2/4/2016 0:00:00	12/30/1899 13:10:00		22	12/30/1899 10:00:00	6.50	"38.0795129611111"	"-122.411347761111"	"SLSNB1178"
1143	"NB-1128"	2/4/2016 0:00:00	12/30/1899 13:35:00		10	12/30/1899 10:00:00	9.95	"38.0542521638889"	"-122.402362380556"	"SLSNB1128"
1144	"NB-1144"	2/4/2016 0:00:00	12/30/1899 13:59:00		19	12/30/1899 10:00:00	9.90	"38.0425420666667"	"-122.416863102778"	"SLSNB1144"
1145	"NB-1005"	2/4/2016 0:00:00	12/30/1899 14:33:00		22	12/30/1899 10:00:00	6.20	"38.1111127388889"	"-122.471050255556"	"SLSNB1005"
1146	"NB-860"	2/5/2016 0:00:00	12/30/1899 11:14:00		20	12/30/1899 10:00:00	21.00	"38.167610575"	"-122.533115105556"	"SLSNB860"
1147	"NB-810"	2/5/2016 0:00:00	12/30/1899 11:50:00		20	12/30/1899 10:00:00	17.00	"38.1968408833333"	"-122.547981252778"	"SLSNB810"
1148	"NB-770"	2/5/2016 0:00:00	12/30/1899 12:35:00		25	12/30/1899 10:00:00	4.00	"38.2100396888889"	"-122.585454980556"	"SLSNB770"
1149	"NB-740"	2/5/2016 0:00:00	12/30/1899 13:10:00		31	12/30/1899 10:00:00	9.10	"38.2244808305556"	"-122.6063927"	"SLSNB740"
1150	"NB-600"	2/6/2016 0:00:00	12/30/1899 8:43:00		22	12/30/1899 10:00:00	14.40	"38.198178011"	"-122.392739013"	"NB600"
1151	"NB-520"	2/6/2016 0:00:00	12/30/1899 10:41:00		30	12/30/1899 10:00:00	6.20	"38.2267592444444"	"-122.428226044444"	"NB520"
1152	"NB-630"	2/6/2016 0:00:00	12/30/1899 13:45:00		30	12/30/1899 10:00:00	10.10	"38.2188645388889"	"-122.425941969444"	"NB630"
1153	"NB-670"	2/6/2016 0:00:00	12/30/1899 14:14:00		35	12/30/1899 10:00:00	7.50	"38.1796274583333"	"-122.4176894"	"NB670"
1154	"NB-1013"	2/6/2016 0:00:00	12/30/1899 15:00:00		35	12/30/1899 10:00:00	6.70	"38.1544599611111"	"-122.406487138889"	"NB1013"
1155	"SB-A18.1"	12/13/2015 0:00:00	12/30/1899 8:39:00			12/30/1899 5:00:00	6.00			
1156	"SB-A18.2"	12/13/2015 0:00:00	12/30/1899 9:06:00			12/30/1899 5:00:00				
1157	"SB-A18SBPower"	12/13/2015 0:00:00	12/30/1899 9:18:00			12/30/1899 5:00:00	5.00			
1158	"SB-A18.4"	12/13/2015 0:00:00	12/30/1899 9:45:00			12/30/1899 5:00:00	6.00			
1159	"SB-A18.5"	12/13/2015 0:00:00	12/30/1899 9:55:00			12/30/1899 5:00:00	5.00			
1160	"SB-A18.6"	12/13/2015 0:00:00	12/30/1899 10:09:00			12/30/1899 5:00:00				
1161	"SB-420"	2/13/2016 0:00:00	12/30/1899 8:39:00		30	12/30/1899 10:00:00	6.40			"SpotSB420SLS"
1162	"SB-420"	2/13/2016 0:00:00	12/30/1899 9:02:00		45	12/30/1899 10:00:00	6.40			"Spot SB420SLS"
1163	"SB-430"	2/13/2016 0:00:00	12/30/1899 9:30:00		45	12/30/1899 10:00:00	5.60	"37.459081474"	"-121.964676472"	"SB430SLS"
1164	"SB-430"	2/13/2016 0:00:00	12/30/1899 9:50:00		40	12/30/1899 10:00:00	5.40			"SB430SLS"
1165	"SB-130"	2/13/2016 0:00:00	12/30/1899 10:30:00		30	12/30/1899 10:00:00	4.15	"37.468084378"	"-121.944178862"	"SB130SLS"
1166	"SB-130"	2/13/2016 0:00:00	12/30/1899 10:48:00		20	12/30/1899 10:00:00	6.00			"SB130SLS"
1167	"SB-150"	2/13/2016 0:00:00	12/30/1899 11:10:00		25	12/30/1899 10:00:00	4.30	"37.461651302"	"-121.953038232"	"SB150SLS"
1168	"SB-150"	2/13/2016 0:00:00	12/30/1899 11:28:00		30	12/30/1899 10:00:00	8.60	"37.463025662"	"-121.957341423"	"SB150SLS"
1169	"SB-150"	2/13/2016 0:00:00	12/30/1899 11:54:00		25	12/30/1899 10:00:00	6.50	"37.461903451"	"-121.967329156"	"SB15SLSR3"
1170	"SB-150"	2/13/2016 0:00:00	12/30/1899 12:13:00		35	12/30/1899 10:00:00	7.10			"SB150SLSR3"
1171	"SB-150"	2/13/2016 0:00:00	12/30/1899 12:28:00		45	12/30/1899 10:00:00	8.60			"SB150SLSR2"
1172	"SB-150"	2/13/2016 0:00:00	12/30/1899 12:45:00		45	12/30/1899 10:00:00	8.40			"NA"
1173	"NB-1119"	2/15/2016 0:00:00	12/30/1899 8:20:00		19	12/30/1899 10:00:00	8.10	"38.065384549"	"-122.298269849"	"NB119_SLS"
1174	"NB-1101"	2/15/2016 0:00:00	12/30/1899 9:09:00		24	12/30/1899 10:00:00	7.10	"38.078512318"	"-122.31838875"	"NB1101_SLS"
1175	"NB-1068"	2/15/2016 0:00:00	12/30/1899 9:36:00		22	12/30/1899 10:00:00	6.00	"38.093809259"	"-122.342291087"	"NB1068_SLS"
1176	"NB-1041"	2/15/2016 0:00:00	12/30/1899 10:00:00		33	12/30/1899 10:00:00	3.60	"38.111052579"	"-122.372144508"	"NB1041_SLS"
1177	"NB-350"	2/15/2016 0:00:00	12/30/1899 12:31:00		20	12/30/1899 10:00:00	12.10	"38.132671217"	"-122.279936808"	"NB350_SLS"
1178	"NB-350"	2/15/2016 0:00:00	12/30/1899 12:55:00		25	12/30/1899 10:00:00	12.10			"NB350_SLS"
1179	"NB-260"	2/15/2016 0:00:00	12/30/1899 13:51:00		20	12/30/1899 10:00:00	14.70	"38.200594289"	"-122.312712166"	"NB250_MY"
1180	"NB-260"	2/15/2016 0:00:00	12/30/1899 14:15:00		34	12/30/1899 10:00:00	13.80			"NB250My"
1181	"NB-230"	2/15/2016 0:00:00	12/30/1899 14:55:00		21	12/30/1899 10:00:00	15.90	"38.226702332"	"-122.305156069"	"NB230_SLS"
1182	"NB-230"	2/15/2016 0:00:00	12/30/1899 15:17:00		20	12/30/1899 10:00:00	14.40	"38.226702332"	"-122.305156069"	"NB230_SLS"
1183	"NB-130"	2/19/2016 0:00:00	12/30/1899 10:34:00		15	12/30/1899 5:00:00	13.85	"38.29977711"	"-122.282514325"	"WP NB130_SLS_1034"
1184	"NB-130"	2/19/2016 0:00:00	12/30/1899 10:57:00		25	12/30/1899 10:00:00	16.95	"38.299718074"	"-122.282342363"	"WP NB130Rep2_SLS1057"
1185	"NB-130"	2/19/2016 0:00:00	12/30/1899 11:16:00		20	12/30/1899 10:00:00	10.70	"38.299423942"	"-122.283450845"	
1186	"SB-510"	2/20/2016 0:00:00	12/30/1899 9:28:00		20	12/30/1899 10:00:00	9.67	"37.432623513"	"-121.989954975"	"NB510-My"
1187	"SB-560"	2/20/2016 0:00:00	12/30/1899 10:31:00		20	12/30/1899 10:00:00	11.70	"37.457590856"	"-122.020396773"	
1188	"SB-760"	2/20/2016 0:00:00	12/30/1899 12:30:00		15	12/30/1899 10:00:00	9.00	"37.481181028"	"-122.080812199"	"LSB2-MY"
1189	"SB-750"	2/20/2016 0:00:00	12/30/1899 14:00:00		20	12/30/1899 10:00:00	0.00	"37.462103641"	"-121.980580999"	"SB750.A21.4-My"
1190	"SB-170"	2/20/2016 0:00:00	12/30/1899 14:21:00		19	12/30/1899 10:00:00	8.24			
1191	"NB-710"	2/23/2016 0:00:00	12/30/1899 8:06:00		22	12/30/1899 10:00:00	5.42	"38.234290507"	"-122.635039656"	"NB710SLS"
1192	"NB-720"	2/23/2016 0:00:00	12/30/1899 8:31:00		22	12/30/1899 10:00:00	6.60	"38.229672736"	"-122.625091611"	"NB720SLS"
1193	"NB-780"	2/23/2016 0:00:00	12/30/1899 9:20:00		21	12/30/1899 10:00:00	10.00	"38.204228863"	"-122.57026992"	"NB780SLS"
1194	"NB-810"	2/23/2016 0:00:00	12/30/1899 9:47:00		19	12/30/1899 10:00:00	16.00	"38.196145907"	"-122.547612743"	"NB-810SLS"
1195	"NB-840"	2/23/2016 0:00:00	12/30/1899 10:20:00		21	12/30/1899 10:00:00	20.00	"38.1687725"	"-122.532244077"	"NB810SLS"
1196	"NB-850"	2/23/2016 0:00:00	12/30/1899 10:50:00		19	12/30/1899 10:00:00	16.00	"38.166188197"	"-122.536389516"	"NB850SLS"
1197	"NB-870"	2/23/2016 0:00:00	12/30/1899 11:15:00		24	12/30/1899 10:00:00	17.40	"38.151952704"	"-122.538051278"	"NB870SLS"
1198	"NB-880"	2/23/2016 0:00:00	12/30/1899 11:40:00		19	12/30/1899 10:00:00	18.00	"38.148448746"	"-122.533170536"	"NB880SLS"
1199	"NB-530"	2/24/2016 0:00:00	12/30/1899 7:00:00		21	12/30/1899 10:00:00	4.10	"38.229324446"	"-122.421922897"	"NB530SLS"
1200	"NB-520"	2/24/2016 0:00:00	12/30/1899 7:28:00		24	12/30/1899 10:00:00	3.83	"38.226609427"	"-122.419928788"	"NB520SLS"
1201	"NB-600"	2/24/2016 0:00:00	12/30/1899 8:05:00		21	12/30/1899 10:00:00	11.40	"38.195404723"	"-122.390969496"	"NB600SLS"
1202	"NB-600"	2/24/2016 0:00:00	12/30/1899 8:35:00		16	12/30/1899 10:00:00		"38.188910008"	"-122.400736533"	"NB600SLS"
1203	"NB-1013"	2/24/2016 0:00:00	12/30/1899 9:26:00		27	12/30/1899 10:00:00		"38.138401758"	"-122.392435193"	"NB1013SLS"
1204	"NB-1017"	2/24/2016 0:00:00	12/30/1899 9:40:00		35	12/30/1899 10:00:00	4.10	"38.135426941"	"-122.390111917"	"NB1017SLS"
1205	"NB-1017"	2/24/2016 0:00:00	12/30/1899 10:05:00		17	12/30/1899 10:00:00		"38.134142175"	"-122.388446336"	"NB1017SLS"
1206	"NB-670"	2/24/2016 0:00:00	12/30/1899 10:31:00		21	12/30/1899 10:00:00	6.00	"38.154629698"	"-122.406385022"	"NB670SLS"
1207	"NB-623"	2/24/2016 0:00:00	12/30/1899 11:18:00		36	12/30/1899 10:00:00	5.00	"38.195431312"	"-122.43132191"	"SON CREEK PROPER"
1208	"NB-200"	3/1/2016 0:00:00	12/30/1899 6:45:00		18	12/30/1899 10:00:00	18.70	"38.247618733"	"-122.284537644"	"NB200"
1209	"NB-170"	3/1/2016 0:00:00	12/30/1899 7:15:00		20	12/30/1899 10:00:00	18.90	"38.264488543"	"-122.284741008"	"NB170"
1210	"NB-150"	3/1/2016 0:00:00	12/30/1899 7:45:00		18	12/30/1899 10:00:00	17.40	"38.283162917"	"-122.285865864"	"NB150"
1211	"NB-130"	3/1/2016 0:00:00	12/30/1899 8:10:00		17	12/30/1899 10:00:00	8.50	"38.295368837"	"-122.282596863"	"NB130"
1212	"NB-230"	3/1/2016 0:00:00	12/30/1899 8:55:00		20	12/30/1899 10:00:00	17.10	"38.226946359"	"-122.304660735"	"NB23020mm"
1213	"NB-252"	3/1/2016 0:00:00	12/30/1899 9:25:00		17	12/30/1899 10:00:00	12.85	"38.212669327"	"-122.307465326"	"NB25220mm"
1214	"NB-271"	3/1/2016 0:00:00	12/30/1899 9:57:00		20	12/30/1899 10:00:00	6.83	"38.192688672"	"-122.317163648"	"NB27120mm"
1215	"NB-361"	3/2/2016 0:00:00	12/30/1899 8:15:00		16	12/30/1899 10:00:00	15.40	"38.121226805"	"-122.287514145"	"NB361"
1216	"NB-1119"	3/2/2016 0:00:00	12/30/1899 9:10:00		20	12/30/1899 10:00:00	7.00	"38.064438104"	"-122.295970677"	"NB1119"
1217	"NB-1117"	3/1/2016 0:00:00	12/30/1899 9:30:00		20	12/30/1899 10:00:00	8.30			"NB1117"
1218	"NB-1115"	3/2/2016 0:00:00	12/30/1899 9:50:00		20	12/30/1899 10:00:00	8.40	"38.064994053"	"-122.314852961"	"NB1115"
