"ID"	"OldRecord."	"Survey"	"Method"	"TideText"	"TideHeight"	"Polygon/Station"	"Lat"	"Long"	"Date"	"Time"	"Replicate"	"Rep/Month"	"BegSurfTemp"	"BegBotTemp"	"EndSurfTemp"	"EndBotTemp"	"BegSurfSalin"	"BegBotSalin"	"EndSurfSalin"	"EndBotSalin"	"BegSurfCond"	"BegBotCond"	"EndSurfCond"	"EndBotCond"	"BegSecchi"	"EndSecchi"	"BegSurfDO(mg/L)"	"BegBotDO(mg/L)"	"EndSurfDO(mg/L)"	"EndBotDO(mg/L)"	"BegSurfDO%"	"BegBotDO%"	"EndSurfDO%"	"EndBotDO%"	"BegNTU"	"EndNTU"	"BegPH"	"EndPH"	"Depth"	"TowDuration"	"TowDistance"	"Flowmeter Start"	"Flowmeter Stop"	"Comments"	"DataEntry"	"FlowMeterDifference"	"SampledVolume"	"QC"
722.00	916.00	5.00	"LOT"	"Ebb"	4.61	"A21 2"			5/4/2013 0:00:00	12/30/1899 11:59:00	1.00	1.00	25.00				13.90				23220.00						5.93				76.00								0.00	5.00								
723.00	917.00	5.00	"LOT"	"Ebb"	3.89	"COY 2"			5/4/2013 0:00:00	12/30/1899 12:30:00	1.00	1.00	25.00				13.90				23220.00						5.93				76.00								0.00	5.00								
724.00	918.00	5.00	"LOT"	"Ebb"	5.36	"A17"			5/4/2013 0:00:00	12/30/1899 11:27:00	1.00	1.00	23.60				16.30				26190.00						4.45				55.40								0.00	10.00								
725.00	919.00	5.00	"LOT"		2.71	"A6"			5/4/2013 0:00:00	12/30/1899 13:11:00	1.00	1.00	25.00				13.30				22240.00						4.18				54.10								0.00	4.00								
726.00	920.00	5.00	"LOT"	"Ebb"	2.26	"A6"			5/4/2013 0:00:00	12/30/1899 13:37:00	2.00	2.00	25.00				13.30				22240.00						4.18				54.10								0.00	4.00								
727.00	921.00	5.00	"SOT"	"Flood"		"A21 2"			5/5/2013 0:00:00	12/30/1899 10:40:00	1.00	1.00	19.90				20.00				31900.00				36.00		3.78				46.90									10.00								
728.00	922.00	5.00	"SOT"	"Ebb"		"A21 1"			5/5/2013 0:00:00	12/30/1899 11:40:00	1.00	1.00	20.80				17.70										4.13				52.50									10.00								
729.00	923.00	5.00	"SOT"	"Ebb"		"A21 4"			5/5/2013 0:00:00	12/30/1899 12:05:00	1.00	1.00																												5.00								
730.00	924.00	5.00	"SOT"	""		"A21 2"			5/5/2013 0:00:00	12/30/1899 12:16:00	1.00	2.00																												10.00								
731.00	925.00	5.00	"SOT"	"Ebb"		"ART 1"			5/5/2013 0:00:00	12/30/1899 13:11:00	1.00	1.00	22.00				8.10				13690.00				52.00		3.95				47.10									10.00								
732.00	926.00	5.00	"SOT"	""		"ART 2"			5/5/2013 0:00:00	12/30/1899 13:43:00	1.00	1.00	25.10				5.00				7670.00				80.00		4.63				55.60									10.00								
733.00	930.00	5.00	"SOT"	""		"A8"			5/12/2013 0:00:00	12/30/1899 9:30:00	1.00	1.00																												10.00								
734.00	939.00	5.00	"SOT"	""		"MEC 1"			5/11/2013 0:00:00	5/11/2013 9:51:00	1.00	1.00	16.90				28.20				43170.00				25.00		3.94				48.30									5.00								
735.00	940.00	5.00	"SOT"	"Flood"		"MEC 2"			5/11/2013 0:00:00	5/11/2013 10:08:00	1.00	1.00	17.20				28.10				43590.00				31.00		3.91				48.70									5.00								
736.00	941.00	5.00	"SOT"	"Flood"		"E9"			5/11/2013 0:00:00	5/11/2013 10:48:00	1.00	1.00	17.90				28.30				43640.00				58.00		4.20				55.00									3.00								
737.00	942.00	5.00	"SOT"	"Flood"		"E9"			5/11/2013 0:00:00	5/11/2013 11:20:00	2.00	2.00	17.80				28.30				43950.00				26.00		3.77				46.50									5.00								
738.00	945.00	5.00	"SOT"	"Flood"		"OAL 1"			5/11/2013 0:00:00	5/11/2013 12:09:00	1.00	1.00	20.30				28.50				44000.00				13.00		4.51				60.40									5.00								
739.00	946.00	5.00	"SOT"	"Flood"		"OAL 2"			5/11/2013 0:00:00	5/11/2013 12:22:00	1.00	1.00	22.70				28.80				44560.00				20.00		5.65				73.60									5.00								
740.00	947.00	5.00	"SOT"	"Flood"		"E9"			5/11/2013 0:00:00	5/11/2013 13:12:00	1.00	3.00	21.60				28.30				44200.00				58.00		5.59				74.50									3.00								
741.00	948.00	5.00	"SOT"	"Flood"		"E9"			5/11/2013 0:00:00	5/11/2013 13:31:00	1.00	1.00													32.00															5.00								
742.00	952.00	6.00	"LOT"		7.08	"A21 1"			6/1/2013 0:00:00	12/30/1899 9:01:00	1.00	1.00	19.30				14.50				22190.00				8.00		2.65				28.70								2.17	4.00								
743.00	953.00	6.00	"LOT"	"Ebb"	6.59	"A21 2"			6/1/2013 0:00:00	12/30/1899 9:29:00	1.00	1.00	20.40				16.40				24810.00				25.00		5.09				59.00								3.50	5.00								
744.00	954.00	6.00	"LOT"	"Ebb"	5.78	"A21 4"			6/1/2013 0:00:00	12/30/1899 10:00:00	1.00	1.00	20.50				16.80				25000.00				40.00		3.80				47.00								0.00	5.00								
745.00	955.00	6.00	"LOT"		4.94	"COY 2"			6/1/2013 0:00:00	12/30/1899 10:29:00	1.00	1.00	21.10				16.00				24530.00				15.00		3.70				45.70								6.68	10.00								
746.00	956.00	6.00	"LOT"		3.54	"COY 3"			6/1/2013 0:00:00	12/30/1899 11:14:00	1.00	1.00	21.40				15.50				23620.00				22.00		3.61				44.00								6.22	10.00								
747.00	957.00	6.00	"LOT"		1.04	"ALV 3"			6/2/2013 0:00:00	12/30/1899 14:02:00	1.00	2.00	23.40				15.90				25580.00				13.00		5.79				71.30								7.06	10.00								
748.00	958.00	6.00	"SOT"	"Ebb"		"COY 2"			6/1/2013 0:00:00	12/30/1899 9:45:00	1.00	1.00	21.10				16.00				24530.00				15.00		3.70				45.70									5.00								
749.00	959.00	6.00	"SOT"	"Ebb"		"COY 2"			6/1/2013 0:00:00	12/30/1899 10:25:00	2.00	2.00	21.10				16.00				24530.00				15.00		3.70				45.70									5.00								
750.00	960.00	6.00	"SOT"	"Ebb"		"COY 2"			6/1/2013 0:00:00	12/30/1899 10:48:00	3.00	3.00	21.10				16.00				24530.00				15.00		3.70				45.70									5.00								
751.00	964.00	6.00	"LOT"	"Ebb"	1.22	"COY 3"			6/1/2013 0:00:00	12/30/1899 12:50:00	1.00	2.00	22.40				12.70				19740.00				41.00		3.80				47.10								6.88	10.00								
752.00	965.00	6.00	"LOT"		7.63	"ALV 1"			6/2/2013 0:00:00	12/30/1899 8:15:00	1.00	1.00	20.90				6.20				10150.00				26.00		3.90				47.70								10.04	5.00								
753.00	966.00	6.00	"LOT"	"Ebb"	7.18	"ALV 2"			6/2/2013 0:00:00	12/30/1899 9:42:00	1.00	1.00	20.40				22.60				35730.00				25.00		4.87				60.80								11.14	5.00								
754.00	967.00	6.00	"LOT"	"Ebb"	6.36	"ALV 3"			6/2/2013 0:00:00	12/30/1899 10:30:00	1.00	1.00	20.40				23.20				33890.00				22.00		4.92				61.70								10.80	5.00								
755.00	968.00	6.00	"SOT"	"Flood"		"ALV 3"			6/2/2013 0:00:00	12/30/1899 8:14:00	1.00	1.00																												5.00								
756.00	969.00	6.00	"SOT"	"Flood"		"ALV 3"			6/2/2013 0:00:00	12/30/1899 8:33:00	2.00	2.00																												5.00								
757.00	970.00	6.00	"SOT"	"High"		"ALV 3"			6/2/2013 0:00:00	12/30/1899 9:20:00	3.00	3.00																												5.00								
758.00	971.00	6.00	"SOT"	"Ebb"		"COY 4"			6/2/2013 0:00:00	12/30/1899 10:06:00	1.00	1.00																												5.00								
759.00	972.00	6.00	"SOT"	"Ebb"		"A6"			6/2/2013 0:00:00	12/30/1899 11:25:00	1.00	1.00																												3.00								
760.00	973.00	6.00	"SOT"	"Ebb"		"A6"			6/2/2013 0:00:00	12/30/1899 12:39:00	1.00	1.00																												4.50								
761.00	974.00	6.00	"SOT"	""		"A6"			6/2/2013 0:00:00	12/30/1899 12:40:00	2.00	2.00																												5.00								
762.00	976.00	6.00	"SOT"	""		"ALV 3"			6/2/2013 0:00:00	12/30/1899 14:20:00	1.00	4.00																												5.00								
763.00	979.00	6.00	"SOT"	"Flood"		"NEW 1"			6/4/2013 0:00:00	6/4/2013 9:54:00	1.00	1.00	19.30				28.30				40620.00				21.00		3.89				52.30									5.00								
764.00	980.00	6.00	"SOT"	"Flood"		"NEW 2"			6/4/2013 0:00:00	6/4/2013 10:10:00	1.00	1.00	19.40				28.40				40680.00				19.00		3.58				46.50									5.00								
765.00	981.00	6.00	"SOT"	"Flood"		"NEW 3"			6/4/2013 0:00:00	6/4/2013 10:24:00	1.00	1.00	20.00				28.20				40400.00				21.00		4.65				52.70									5.00								
766.00	982.00	6.00	"SOT"	"Flood"		"NEW 6"			6/4/2013 0:00:00	6/4/2013 10:52:00	1.00	1.00	20.80				28.40				40700.00						6.60				75.10									5.00								
767.00	983.00	6.00	"SOT"	"Flood"		"RWY 1"			6/4/2013 0:00:00	6/4/2013 11:17:00	1.00	1.00	21.10				28.20				40610.00				32.00		5.88				71.20									5.00								
768.00	984.00	6.00	"SOT"	"Ebb"		"NEW 7"			6/4/2013 0:00:00	6/4/2013 11:34:00	1.00	1.00	20.80				28.40				40770.00				31.00		6.00				77.70									5.00								
769.00	986.00	6.00	"SOT"	"Ebb"		"NEW 7"			6/4/2013 0:00:00	6/4/2013 11:58:00	2.00	2.00	21.20				28.20				40610.00				33.00		6.37				82.70									10.00								
770.00	988.00	6.00	"SOT"	"Flood"		"OAL 1"			6/5/2013 0:00:00	6/5/2013 9:55:00	1.00	1.00	17.60				31.20				44190.00				30.00		4.22				53.80									5.00								
771.00	989.00	6.00	"SOT"	"Flood"		"OAL 2"			6/5/2013 0:00:00	6/5/2013 10:26:00	1.00	1.00	17.30				31.50				44480.00				25.00		5.25				66.40									5.00								
772.00	990.00	6.00	"SOT"	"Flood"		"OAL 3"			6/5/2013 0:00:00	6/5/2013 10:42:00	1.00	1.00	16.90				31.20				44090.00						5.42				66.80									5.00								
773.00	991.00	6.00	"SOT"	"High"		"MEC 1"			6/5/2013 0:00:00	6/5/2013 12:09:00	1.00	1.00	18.70				30.90				43750.00				25.00		6.05				78.00									5.00								
774.00	992.00	6.00	"SOT"	""		"MEC 2"			6/5/2013 0:00:00	6/5/2013 12:31:00	1.00	1.00																												5.00								
775.00	993.00	6.00	"SOT"	"High"		"MEC 3"			6/5/2013 0:00:00	6/5/2013 12:46:00	1.00	1.00	18.70				30.70				43600.00				23.00		5.80				75.40									5.00								
776.00	994.00	6.00	"SOT"	"Ebb"		"E9"			6/5/2013 0:00:00	6/5/2013 13:05:00	1.00	1.00																												4.00								
777.00	995.00	6.00	"LOT"	"Flood"	6.39	"ALV 1"			6/7/2013 0:00:00	12/30/1899 12:53:00	1.00	2.00	23.10				14.00				21440.00				21.00		5.09				63.20								10.64	5.00								
778.00	996.00	6.00	"LOT"		6.68	"A21 4"			6/7/2013 0:00:00	12/30/1899 14:15:00	1.00	2.00	21.80				22.80				33570.00				17.00		4.38				56.30								5.84	5.00								
779.00	997.00	6.00	"LOT"		6.27	"A21 1"			6/7/2013 0:00:00	12/30/1899 14:52:00	1.00	2.00	21.80				24.10				35170.00				26.00		5.06				66.00								6.00	5.00								
780.00	998.00	6.00	"LOT"	"Flood"	6.27	"COY 4"			6/7/2013 0:00:00	12/30/1899 15:00:00	1.00	1.00	20.40				26.00				37650.00						5.07				67.50								9.48	10.00								
781.00	999.00	6.00	"LOT"	"Ebb"	5.59	"COY 2"			6/7/2013 0:00:00	12/30/1899 15:48:00	1.00	2.00	22.90				20.50				30470.00				25.00		5.00				60.60								7.18	10.00								
782.00	1000.00	6.00	"LOT"		4.75	"ALV 3"			6/7/2013 0:00:00	12/30/1899 16:46:00	1.00	3.00	24.60				23.30				34490.00				14.00		5.06				67.50								9.45	5.00								
783.00	1008.00	6.00	"LOT"		1.72	"ART 1"			6/8/2013 0:00:00	12/30/1899 10:28:00	1.00	1.00	24.70				15.80				22450.00				24.00		6.70				89.50								4.18	5.00								
784.00	1009.00	6.00	"LOT"	"Flood"	2.66	"ART 2"			6/8/2013 0:00:00	12/30/1899 11:05:00	1.00	1.00	24.20				14.80				22840.00				45.00		2.72				30.00								6.90	5.00								
785.00	1010.00	6.00	"LOT"		3.23	"UCOY 2"			6/8/2013 0:00:00	12/30/1899 11:30:00	1.00	1.00	23.80				16.80				24800.00				28.00		2.23				41.70								9.66	10.00								
786.00	1011.00	6.00	"LOT"		4.95	"A19 1"			6/8/2013 0:00:00	12/30/1899 12:30:00	1.00	1.00	24.00				15.50				23890.00				31.00		2.79				44.00								5.70	5.00								
787.00	1012.00	6.00	"LOT"		5.69	"A19 2"			6/8/2013 0:00:00	12/30/1899 13:00:00	1.00	1.00	24.00				15.70				23920.00				26.00		7.46				32.20								7.10	5.00								
788.00	1026.00	7.00	"SOT"	"High"		"OAL 1"			7/5/2013 0:00:00	7/5/2013 12:41:00	1.00	1.00	20.30				32.70				46150.00				46.00		4.91				69.90									5.00								
789.00	1027.00	7.00	"SOT"	""		"OAL 2"			7/5/2013 0:00:00	7/5/2013 12:56:00	1.00	1.00	20.30				32.70				46150.00				58.00		4.91				69.90									5.00								
790.00	1028.00	7.00	"SOT"	""		"OAL 2"			7/5/2013 0:00:00	7/5/2013 13:08:00	2.00	2.00	20.30				32.70				46150.00				46.00		4.91				69.90									5.00								
791.00	1029.00	7.00	"SOT"	"Flood"		"MEC 3"			7/5/2013 0:00:00	7/5/2013 11:44:00	1.00	1.00																												5.00								
792.00	1032.00	7.00	"SOT"	"Flood"		"MEC 1"			7/5/2013 0:00:00	7/5/2013 11:13:00	1.00	1.00																												5.00								
793.00	1033.00	7.00	"SOT"	"Flood"		"MEC 2"			7/5/2013 0:00:00	7/5/2013 11:31:00	1.00	1.00																												5.00								
794.00	1036.00	8.00	"LOT"	"Flood"	4.55	"ART 2"			8/3/2013 0:00:00	12/30/1899 9:39:00	1.00	1.00	21.70				9.00				15860.00				33.00		5.00				60.00								6.02	5.00								
795.00	1037.00	8.00	"LOT"	"Flood"	5.46	"ART 1"			8/3/2013 0:00:00	12/30/1899 10:03:00	1.00	1.00	24.60				4.60				8480.00				65.00		6.20				76.00								6.10	5.00								
796.00	1038.00	8.00	"LOT"	"Flood"	6.03	"ART 3"			8/3/2013 0:00:00	12/30/1899 10:27:00	1.00	1.00	21.90				16.70				27300.00				31.00		3.70				47.00								8.88	5.00								
797.00	1039.00	8.00	"LOT"	"Flood"	6.79	"UCOY 2"			8/3/2013 0:00:00	12/30/1899 10:58:00	1.00	1.00	21.80				18.60				29930.00				29.00		3.70				47.00								12.18	10.00								
798.00	1040.00	8.00	"LOT"	"Flood"	7.69	"A19 1"			8/3/2013 0:00:00	12/30/1899 11:51:00	1.00	1.00	21.90				19.00				34844.00				21.00		3.70				27.00								6.74	5.00								
799.00	1041.00	8.00	"LOT"	"Flood"	7.75	"A19 4"			8/3/2013 0:00:00	12/30/1899 12:12:00	1.00	1.00	21.90				19.00				34844.00				21.00		3.70				27.00								6.46	5.00								
800.00	1042.00	8.00	"LOT"	"High"	7.73	"A19 2"			8/3/2013 0:00:00	12/30/1899 12:25:00	1.00	1.00	22.80				18.00				29000.00				35.00		3.90				51.00								5.92	5.00								
801.00	1043.00	8.00	"LOT"	"Ebb"	7.60	"COY 1"			8/3/2013 0:00:00	12/30/1899 12:50:00	1.00	1.00	22.70				22.10				35250.00				27.00		5.00				66.00								12.54	10.00								
802.00	1048.00	8.00	"SOT"	"Flood"		"A6"			8/3/2013 0:00:00	12/30/1899 10:14:00	1.00	1.00	21.30				26.70				38620.00						5.10				67.00									5.00								
803.00	1049.00	8.00	"SOT"	"Flood"		"A6"			8/3/2013 0:00:00	12/30/1899 10:38:00	2.00	2.00	21.30				26.70				38620.00						5.10				67.00									5.00								
804.00	1050.00	8.00	"SOT"	"Flood"		"ALV 2"			8/3/2013 0:00:00	12/30/1899 11:23:00	1.00	1.00	23.00				25.30				37010.00						4.80				64.20									5.00								
805.00	1051.00	8.00	"SOT"	"Flood"		"ALV 3"			8/3/2013 0:00:00	12/30/1899 11:51:00	1.00	1.00	22.40				30.00				42290.00						5.29				72.80									5.00								
806.00	1052.00	8.00	"SOT"	"High"		"ALV 1"			8/3/2013 0:00:00	12/30/1899 13:13:00	1.00	1.00	23.10				14.10				21520.00						4.30				57.30									2.00								
807.00	1055.00	8.00	"SOT"	"Ebb"		"ALV 2"			8/3/2013 0:00:00	12/30/1899 14:29:00	1.00	2.00	24.60				26.60				38690.00						5.03				72.00									5.00								
808.00	1056.00	8.00	"SOT"	"Ebb"		"COY 2"			8/3/2013 0:00:00	12/30/1899 15:00:00	1.00	1.00																												5.00								
809.00	1057.00	8.00	"SOT"	"Ebb"		"COY 2"			8/3/2013 0:00:00	12/30/1899 15:28:00	2.00	2.00																												7.00								
810.00	1059.00	8.00	"LOT"	"Flood"	2.67	"ALV 1"			8/4/2013 0:00:00	12/30/1899 9:18:00	1.00	1.00	21.20				12.50				20900.00				38.00		5.20				62.00								6.52	5.00								
811.00	1060.00	8.00	"LOT"	"Flood"	4.28	"ALV 2"			8/4/2013 0:00:00	12/30/1899 10:04:00	1.00	1.00	21.40				19.40				31140.00				24.00		3.60				45.00								8.90	5.00								
812.00	1061.00	8.00	"LOT"	"Flood"	5.25	"ALV 3"			8/4/2013 0:00:00	12/30/1899 10:38:00	1.00	1.00	21.20				24.60				38680.00				10.00		4.50				58.00								9.68	5.00								
813.00	1062.00	8.00	"LOT"	"Flood"	6.40	"COY 2"			8/4/2013 0:00:00	12/30/1899 11:12:00	1.00	1.00	21.70				21.10				33650.00				27.00		3.90				50.00								10.08	10.00								
814.00	1063.00	8.00	"LOT"	"Flood"	6.88	"COY 3"			8/4/2013 0:00:00	12/30/1899 11:40:00	1.00	1.00	21.50				23.50				36910.00				24.00		4.30				55.00								10.82	10.00								
815.00	1064.00	8.00	"LOT"	"Flood"	7.59	"A21 4"			8/4/2013 0:00:00	12/30/1899 12:13:00	1.00	1.00	22.30				21.10				33560.00				23.00		4.00				52.00								4.30	5.00								
816.00	1065.00	8.00	"LOT"	"Flood"	7.78	"A21 2"			8/4/2013 0:00:00	12/30/1899 12:33:00	1.00	1.00	21.80				22.20				34940.00				19.00		4.00				52.00								5.08	5.00								
817.00	1066.00	8.00	"LOT"	"Flood"	7.84	"COY 4"			8/4/2013 0:00:00	12/30/1899 13:04:00	1.00	1.00	22.00				29.60				45230.00				38.00		5.60				76.00								16.26	5.00								
819.00	1077.00	8.00	"SOT"	""		"A8"			8/4/2013 0:00:00	12/30/1899 13:24:00	2.00	2.00																												5.00								
820.00	1078.00	8.00	"SOT"	""		"A8"			8/4/2013 0:00:00	12/30/1899 13:53:00	3.00	3.00																												5.00								
821.00	1091.00	8.00	"SOT"	"Flood"		"MEC 1"			8/24/2013 0:00:00	8/24/2013 12:25:00	1.00	1.00	20.50				33.70				51200.00						5.50				74.00									5.00								
822.00	1092.00	8.00	"SOT"	"Flood"		"MEC 2"			8/24/2013 0:00:00	8/24/2013 12:39:00	1.00	1.00	23.00				33.30				50800.00				33.00		6.20				87.00									5.00								
823.00	1095.00	8.00	"SOT"	"Flood"		"E9"			8/24/2013 0:00:00	8/24/2013 13:00:00	1.00	1.00	23.60				33.00				50300.00				41.00		6.10				86.00									5.00								
824.00	1096.00	8.00	"SOT"	"Flood"		"OAL 1"			8/24/2013 0:00:00	8/24/2013 13:53:00	1.00	1.00	22.10				33.00				50200.00				41.00		6.50				90.00									5.00								
825.00	1097.00	8.00	"SOT"	"Flood"		"OAL 2"			8/24/2013 0:00:00	8/24/2013 14:07:00	1.00	1.00	22.10				32.60				49700.00				34.00		6.80				95.00									5.00								
826.00	1098.00	8.00	"SOT"	"Flood"		"OAL 2"			8/24/2013 0:00:00	8/24/2013 14:23:00	2.00	2.00	22.00				32.60				49700.00				44.00		6.80				94.00									5.00								
827.00	1104.00	8.00	"SOT"	"Flood"		"NEW 1"			8/25/2013 0:00:00	8/25/2013 13:35:00	1.00	1.00	24.50				32.20				49470.00				18.00		3.80				54.00									5.00								
828.00	1105.00	8.00	"SOT"	"Flood"		"NEW 2"			8/25/2013 0:00:00	8/25/2013 13:50:00	1.00	1.00	23.80				32.10				49100.00				15.00		3.60				50.00									5.00								
829.00	1106.00	8.00	"SOT"	"Flood"		"NEW 3"			8/25/2013 0:00:00	8/25/2013 14:09:00	1.00	1.00	23.50				31.40				48300.00				13.00		3.40				48.00									5.00								
830.00	1119.00	9.00	"SOT"	"Flood"		"A8"			9/22/2013 0:00:00	12/30/1899 10:48:00	2.00	2.00	19.90				19.50				31150.00				41.00		6.10				78.00									10.00								
831.00	1120.00	9.00	"SOT"	"Flood"		"A8"			9/22/2013 0:00:00	12/30/1899 10:18:00	1.00	1.00	19.90				19.50				31150.00				41.00		6.10				78.00									10.00								
832.00	1124.00	9.00	"SOT"	"Flood"		"A8"			9/22/2013 0:00:00	12/30/1899 11:49:00	3.00	3.00	19.90				19.50				31150.00				41.00		6.10				78.00									5.00								
833.00	1129.00	9.00	"SOT"	"Flood"		"MEC 1"			9/30/2013 0:00:00	9/30/2013 9:18:00	1.00	1.00	18.70				31.60				48300.00				36.00		5.60				72.00									5.00								
834.00	1130.00	9.00	"SOT"	"Flood"		"MEC 2"			9/30/2013 0:00:00	9/30/2013 9:37:00	1.00	1.00	18.80				31.90				48800.00				45.00		6.00				77.00									5.00								
835.00	1131.00	9.00	"SOT"	"Flood"		"E9"			9/30/2013 0:00:00	9/30/2013 9:51:00	1.00	1.00	18.50				32.10				49000.00				50.50		6.10				78.00									2.50								
836.00	1132.00	9.00	"SOT"	""		"NEW 2"			9/30/2013 0:00:00	9/30/2013 11:06:00	1.00	1.00	20.00				28.10				43450.00				51.00		4.00				52.00									5.00								
837.00	1133.00	9.00	"SOT"	""		"NEW 3"			9/30/2013 0:00:00	9/30/2013 11:23:00	1.00	1.00	19.90				27.90				43200.00				38.00		4.20				55.00									5.00								
838.00	1134.00	9.00	"SOT"	""		"NEW 4"			9/30/2013 0:00:00	9/30/2013 11:42:00	1.00	1.00	20.00				27.80				43170.00				34.00		4.60				60.00									5.00								
839.00	1135.00	10.00	"LOT"	"Flood"	2.50	"ALV 1"			10/5/2013 0:00:00	12/30/1899 9:27:00	1.00	1.00	17.50				11.60				19635.00				31.00		6.90				78.00								7.70	5.00								
840.00	1136.00	10.00	"LOT"	"Flood"	3.49	"ALV 2"			10/5/2013 0:00:00	12/30/1899 10:00:00	1.00	1.00	17.60				15.00				24794.00				25.00		5.75				67.80								5.90	5.00								
841.00	1137.00	10.00	"LOT"	"Flood"	6.01	"ALV 3"			10/5/2013 0:00:00	12/30/1899 10:51:00	1.00	1.00	18.00				23.45				37163.00				16.00		5.80				71.00								10.38	5.00								
842.00	1138.00	10.00	"LOT"	"Flood"	8.35	"A21 4"			10/5/2013 0:00:00	12/30/1899 11:42:00	1.00	1.00	18.30				21.00				33805.00				16.00		5.28				63.50								4.75	5.00								
843.00	1139.00	10.00	"LOT"	"Flood"	9.86	"A21 2"			10/5/2013 0:00:00	12/30/1899 12:21:00	1.00	1.00	18.53				24.16				38096.00				13.00		5.84				71.00								5.30	5.00								
844.00	1140.00	10.00	"LOT"		10.35	"COY 2"			10/5/2013 0:00:00	12/30/1899 12:50:00	1.00	1.00																											12.06	5.00								
845.00	1141.00	10.00	"LOT"	"Flood"	10.21	"COY 2"			10/5/2013 0:00:00	12/30/1899 14:04:00	1.00	2.00	18.60				28.70				44300.00				38.00		7.00				87.00								12.90	5.00								
846.00	1142.00	10.00	"LOT"	"Flood"	9.71	"COY 3"			10/5/2013 0:00:00	12/30/1899 14:21:00	1.00	1.00	19.20				29.30				40800.00				41.00		7.10				91.00								13.66	10.00								
847.00	1143.00	10.00	"LOT"	"High"	9.05	"COY 4"			10/5/2013 0:00:00	12/30/1899 14:48:00	1.00	1.00	19.70				28.90				44590.00				37.00		7.60				93.00								15.74	10.00								
848.00	1146.00	10.00	"SOT"	"Flood"		"A6"			10/5/2013 0:00:00	12/30/1899 10:39:00	1.00	1.00	17.40				21.40				34070.00						5.20				60.00									3.00								
849.00	1147.00	10.00	"SOT"	"Flood"		"A6"			10/5/2013 0:00:00	12/30/1899 10:45:00	2.00	2.00	17.40				21.40				34070.00						5.20				60.00									5.00								
850.00	1148.00	10.00	"SOT"	"Flood"		"A6"			10/5/2013 0:00:00	12/30/1899 11:00:00	3.00	3.00	17.40				21.40				34070.00						5.20				60.00									2.00								
851.00	1149.00	10.00	"SOT"	"Flood"		"A6"			10/5/2013 0:00:00	12/30/1899 11:15:00	4.00	4.00	17.40				21.40				34070.00						5.20				60.00									3.00								
852.00	1150.00	10.00	"SOT"	"Flood"		"A17"			10/5/2013 0:00:00	12/30/1899 12:10:00	1.00	1.00	18.40				20.50				32730.00						5.60				66.00									3.50								
853.00	1153.00	10.00	"SOT"	"Flood"		"A17"			10/5/2013 0:00:00	12/30/1899 13:00:00	2.00	2.00	18.50				20.50				32730.00						5.60				66.00									3.50								
854.00	1155.00	10.00	"LOT"	"Flood"	2.32	"ART 1"			10/6/2013 0:00:00	12/30/1899 9:51:00	1.00	1.00	23.40				2.40				5350.00				63.00		6.50				79.00								4.20	3.00								
855.00	1156.00	10.00	"LOT"	"Flood"	2.63	"ART 1"			10/6/2013 0:00:00	12/30/1899 10:05:00	2.00	2.00	22.80				7.50				13090.00				44.00		6.60				79.00								5.57	5.00								
856.00	1157.00	10.00	"LOT"	"Flood"	3.70	"ART 2"			10/6/2013 0:00:00	12/30/1899 10:35:00	1.00	1.00	20.80				12.20				20120.00				33.00		5.20				61.00								7.38	5.00								
857.00	1158.00	10.00	"LOT"	"Flood"	4.51	"ART 3"			10/6/2013 0:00:00	12/30/1899 10:54:00	1.00	1.00	19.50				15.60				25560.00				28.00		4.60				55.00								6.78	5.00								
858.00	1159.00	10.00	"LOT"	"Flood"	5.84	"COY 1"			10/6/2013 0:00:00	12/30/1899 11:22:00	1.00	1.00	19.20				16.40				27000.00				25.00		4.70				55.00								10.32	5.00								
859.00	1160.00	10.00	"LOT"	"Flood"	7.75	"A19 4"			10/6/2013 0:00:00	12/30/1899 12:04:00	1.00	1.00	18.80				18.20				29350.00				23.00		4.60				55.00								6.62	5.00								
860.00	1161.00	10.00	"LOT"	"Flood"	9.14	"A19 1"			10/6/2013 0:00:00	12/30/1899 12:37:00	1.00	1.00	18.70				19.40				31130.00				20.00		5.10				61.00								6.06	5.00								
861.00	1162.00	10.00	"LOT"	"Flood"	9.93	"COY 1"			10/6/2013 0:00:00	12/30/1899 13:00:00	1.00	2.00	18.70				22.80				30580.00				20.00		4.90				60.00								13.90	5.00								
862.00	1163.00	10.00	"SOT"	"Flood"		"NEW 3"			10/6/2013 0:00:00	10/6/2013 11:30:00	1.00	1.00																												5.00								
863.00	1164.00	10.00	"SOT"	""		"NEW 1"			10/6/2013 0:00:00	10/6/2013 11:17:00	1.00	1.00																												5.00								
864.00	1165.00	10.00	"SOT"	""		"NEW 6"			10/6/2013 0:00:00	10/6/2013 12:30:00	1.00	1.00																												5.00								
865.00	1166.00	10.00	"SOT"	""		"NEW 2"			10/6/2013 0:00:00	10/6/2013 11:45:00	1.00	1.00																												5.00								
866.00	1176.00	10.00	"SOT"	"High"		"OAL 1"			10/19/2013 0:00:00	10/19/2013 14:34:00	1.00	1.00	18.10				34.70				52600.00						8.50				110.00									5.00								
867.00	1177.00	10.00	"SOT"	"Ebb"		"OAL 2"			10/19/2013 0:00:00	10/19/2013 15:02:00	1.00	1.00	18.20				34.70				52500.00				91.00		8.70				113.00									4.00								
