ID	OldRecord.	Survey	Method	TideText	TideHeight	Polygon/Station	Date	Time	Replicate	Rep/Month	BegSurfTemp	BegBotTemp	EndSurfTemp	EndBotTemp	BegSurfSalin	BegBotSalin	EndSurfSalin	EndBotSalin	BegSurfCond	BegBotCond	EndSurfCond	EndBotCond	BegSecchi	EndSecchi	BegSurfDO(mg/L)	BegBotDO(mg/L)	EndSurfDO(mg/L)	EndBotDO(mg/L)	BegSurfDO%	BegBotDO%	EndSurfDO%	EndBotDO%	BegNTU	EndNTU	BegPH	EndPH	Depth	TowDuration	TowDistance	Flowmeter Start	Flowmeter Stop	Comments	DataEntry	FlowMeterDifference	SampledVolume	AMESHA	AMPHIPOD	AMPHPD	ARRGOB	ASIMUS	BARSUR	BATRAY	BAYGOB	BAYPIP	BLUEGI	BONSCU	BROROC	BROSMO	CALHAL	CALLIA	CALTON	CANTEN	CGRACI	CHAGOB	CHEGOB	CHISAL	CJORDA	CMAENA	CMAGIS	CORBIC	CORBUL	CPRODU	CRANFR	CRANNC	CRANNM	CRANSP	DECORC	DIATUR	DWAPER	ENGSOL	EXOPAL	HEMIGR	HEPTSTI	HETERO	HOREGO	IOBSOL	ISOPOD	JACKSM	JELLYF	LAMSPP	LEOSHA	LONMUD	LONSME	LSTYLI	MACOMA	MCALIF	MISSIL	MSENHO	MUSBLE	MUSCUL	MUSSEN	MYSID	MYSIDR	MYTILS	NO CATCH	NORANC	NUDIBR	OLURID	PACHER	PACLAM	PACMAC	PACSAN	PACSSC	PALAEM	PHILIN	PILEWR	PILPER	PLAMID	POLYCH	PPRODU	PRISCU	RAIKIL	RHARRI	RIDGEM	RUBSEA	SACSUC	SADGUN	SANSOL	SANSPP	SHIGOB	SHIPER	SHOGOB	SHOGUI	SHOSNA	SNAILS	SPESAN	SPLITT	SPONGE	STAFLO	STRBAS	STRMUL	TAPJAP	THRSHA	THRSTI	TOPSME	TULPER	TUNICA	UCINER	UNID Clam	UNID CRAB	UNID GOBY	UNID LARVAL	UNID NUD	WALSUR	WESMOS	WHICRO	WHISEA	WHISTU	YELGOB	YELSEE
1079		Bittern Pond	SLS	Flooding		NB-273	1/21/2016	12/30/1899 8:05:00		2	12.41	12.15	12.66	12.75	1.6	2.94	1.87	5.7	3046	5418	3538	10054	17	18	8.71	8.79	8.38	8.45	82.4	83.3	79.8	82.6	87	91.6	NA	NA	6.4	10											4			NA		NA					NA		NA				NA																							NA				NA	NA				2								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			48	
1080		Bittern Pond	SLS	Flooding		NB-271	1/21/2016	12/30/1899 8:30:00		1	12.55	12.52	12.59	12.58	3.2	4.03	5.44	5.49	5860	7285	9636	9719	24	20	8.29	8.32	8.51	8.7	79.4	80.1	82.7	84.6	99.1	118	NA	NA	9	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			104			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			324	
1081		Bittern Pond	SLS	Flooding		NB-271	1/21/2016	12/30/1899 8:50:00		2	12.57	12.51	12.58	12.49	3.61	4.44	4.71	5.51	6561	7972	8423	9746	16	18	8.61	8.67	8.1	8.07	82.8	83.6	78.4	78.4	88.1	90.4	NA	NA	7.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			44			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	1				NA	NA									NA		NA			256	
1082		Bittern Pond	SLS	Flooding		NB-289	1/21/2016	12/30/1899 10:25:00		1	12.52	12.59	12.56	12.25	4.21	4.67	4.54	4.56	7585	8362	8130	8167	18	19	9.47	9.62	9.45	9.75	91.3	93.1	91.4	93.6	102	88.1	NA	NA	10.5	10											NA			NA		NA					NA		NA				NA																							NA				4	NA				NA								NA	NA			244			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			440	
1083		Bittern Pond	SLS	Flooding		NB-289	1/21/2016	12/30/1899 10:41:00		2	12.56	12.25	12.59	12.45	4.54	4.56	5.15	5.21	8130	8167	9159	9249	19	18	9.45	9.75	9.41	9.65	91.4	93.6	91.4	93.5	88.1	103	NA	NA	10.6	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			84			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			188	
1084		Bittern Pond	SLS	Flooding		NB-283	1/21/2016	12/30/1899 11:06:00		1	12.51	12.48	12.51	12.62	6.52	7.47	7.42	7.7	11410	12938	12860	13315	34	36	9.03	9.19	7.95	7.88	88.3	90.4	78.2	77.8	47.3	42.4	NA	NA	21	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			48			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			252	
1085		Bittern Pond	SLS	Flooding		NB-283	1/21/2016	12/30/1899 11:23:00		2	12.51	12.62	12.66	12.45	7.42	7.7	7.86	8.26	12860	13315	13559	14211	36	35	7.95	7.88	9.03	9.27	78.2	77.8	89.3	91.5	42.4	34.3	NA	NA	23.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			32			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			248	
1086		Bittern Pond	SLS	Flooding		NB-370	1/21/2016	12/30/1899 13:52:00		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	22	NA	NA	NA	NA	NA	NA	NA	NA	72.1	80.2	NA	NA	17.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			32			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			344	
1096		4	SLS	Low		NB-720	1/27/2016	12/30/1899 8:33:00		1	12.02	11.97	11.83	11.73	0.45	0.45	0.52	0.55	909	917	1039	1105	20	22	10.49	10.85	10.31	10.72	97.7	100.9	95.6	99.2	56.5	86.8	NA	NA	7.6	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			23	NA				NA				1	NA	NA					NA		NA	NA				NA	NA									NA		NA			339	
1097		4	SLS	Low		NB-740	1/27/2016	12/30/1899 8:58:00		1	11.99	11.96	11.87	11.82	0.6	0.79	0.64	0.64	1204	1560	1275	1276	20	19	10.01	10.58	10.1	10.66	93.2	98.5	93.8	98.9	89.5	106	NA	NA	8.35	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			8	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			133	
1098		4	SLS	Low		NB-810	1/27/2016	12/30/1899 9:42:00		1	12.15	12.14	12.23	12.19	1.49	1.51	1.57	1.59	2851	2885	3000	3025	22	19	9.32	10.32	9.7	10.37	87.6	97	91.4	97.6	79.6	82.3	NA	NA	17.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			3			NA	NA					NA			1	1				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			97	
1099		4	SLS	Flooding		NB-820	1/27/2016	12/30/1899 10:04:00		1	12.24	12.19	12.27	12.26	1.57	1.78	1.79	1.92	2998	3377	3388	3631	24	20	9.8	10.26	9.71	10.19	92.4	96.7	91.7	96.2	76.7	84.5	NA	NA	12.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			26			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			143	
1100		4	SLS	Flooding		NB-830	1/27/2016	12/30/1899 10:21:00		1	12.27	12.26	NA	NA	1.79	1.92	NA	NA	3388	3631	NA	NA	20	18	9.71	10.19	NA	NA	91.7	96.2	NA	NA	84.5	85.9	NA	NA	13.45	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			10			NA	NA					NA			1	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			169	
1101		4	SLS	Flooding		NB-860	1/27/2016	12/30/1899 10:50:00		1	12.45	12.4	12.57	12.54	3.88	4.65	3.67	5.1	7029	8315	6666	9067	25	21	9.5	10.13	9.67	10.06	91.2	97.6	93	97.5	90.1	81.7	NA	NA	18.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			395			NA	NA					NA			1	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			109	
1102		4	SLS	Flooding		NB-860	1/27/2016	12/30/1899 10:59:00		2	12.57	12.54	12.55	12.44	3.67	5.1	4.23	5.71	6666	9067	7616	10072	21	22	9.67	10.06	9.28	9.83	93	97.5	89.5	95.5	81.7	76.7	NA	NA	21.75	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	1					NA		NA	NA				NA	NA									NA		NA			19	
1103		4	SLS	Flooding		NB-860	1/27/2016	12/30/1899 11:26:00		3	12.55	12.44	NA	NA	4.23	5.71	NA	NA	7616	10072	NA	NA	22	20	9.28	9.83	NA	NA	89.5	95.5	NA	NA	76.7	69.1	NA	NA	30.3	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1104		4	SLS	Flooding		NB-890	1/27/2016	12/30/1899 11:55:00		1	12.31	12.01	11.99	11.99	7.18	8.82	8.65	8.75	12479	15106	14832	14990	31	30	9.64	9.84	9.42	9.73	94.2	96.5	92.3	95.4	46.1	43.2	NA	NA	16.67	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			219			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			60	
1104		4	SLS	Flooding		NB-890	1/27/2016	12/30/1899 11:55:00		1	12.31	12.01	11.99	11.99	7.18	8.82	8.65	8.75	12479	15106	14832	14990	31	30	9.64	9.84	9.42	9.73	94.2	96.5	92.3	95.4	46.1	43.2	NA	NA	16.67	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			219			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			60	
1106		4	SLS	Flooding		NB-930	1/27/2016	12/30/1899 12:48:00		1	11.79	11.71	NA	NA	10.81	12.34	NA	NA	18223	20600	NA	NA	31	28	9.43	9.62	NA	NA	93.2	95.8	NA	NA	64.9	71.7	NA	NA	15.3	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			335			NA	NA					NA			1	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			4	
1107		4	SLS	Flooding		NB-930	1/27/2016	12/30/1899 13:03:00		2	11.79	11.71	12.11	11.9	10.81	12.34	12.85	13.01	18223	20600	21371	21614	28	30	9.43	9.62	9.41	9.66	93.2	95.8	94.9	97.1	71.7	62.4	NA	NA	15.05	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	1			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1108		4	SLS	Ebbing		NB-180	1/28/2016	12/30/1899 7:45:00		1	NA	NA	12.16	12.14	0.4	NA	0.31	0.31	NA	NA	637	628	56	52	NA	NA	10.32	10.7	NA	NA	96.3	99.8	28.6	22.5	NA	NA	18.25	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			1			NA	NA					NA			28	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			297	
1109		4	SLS	Ebbing		NB-180	1/28/2016	12/30/1899 8:02:00		2	12.16	12.14	12.12	12.05	0.31	0.31	0.27	0.28	637	628	563	580	52	73	10.32	10.7	10.28	10.64	96.3	99.8	95.8	99	22.5	18.7	NA	NA	16.57	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			32	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			56	
1110		4	SLS	Ebbing		NB-170	1/28/2016	12/30/1899 8:19:00		1	12.12	12.05	12.11	12.09	0.27	0.28	0.24	0.24	563	580	501	496	73	75	10.28	10.64	10.24	10.69	95.8	99	95.4	99.5	18.7	17.6	NA	NA	17.37	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			209	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			304	
1111		4	SLS	Ebbing		NB-230	1/28/2016	12/30/1899 8:50:00		1	12.16	NA	12.12	12.01	1.42	NA	1.01	1.23	2727	NA	1978	2371	43	34	9.87	NA	10.21	10.53	92.7	NA	95.6	98.4	44.8	47.1	NA	NA	20	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			26			NA	NA					NA			8	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			143	
1112		4	SLS	Ebbing		NB-260	1/28/2016	12/30/1899 9:54:00		1	NA	NA	12.13	12.01	2.3	NA	2.23	3	NA	NA	4167	5512	37	34	NA	NA	9.5	10.33	NA	NA	89.7	97.7	47	55.1	NA	NA	19.05	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			388			NA	NA					NA			2	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			180	
1113		4	SLS	Ebbing		NB-250	1/28/2016	12/30/1899 10:08:00		1	12.13	12.01	12.14	12.07	2.23	3	2.05	2.42	4167	5512	3851	4501	34	35	9.5	10.33	9.51	10.19	89.7	97.7	89.7	96.1	55.1	50.4	NA	NA	21.8	10											NA			NA		NA					NA		NA				NA																							NA				NA	1				NA								NA	1			1080			NA	NA					NA			12	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			433	
1114		4	SLS	Low		NB-310	1/28/2016	12/30/1899 10:49:00		1	11.93	11.84	11.93	12.22	4.52	4.7	4.59	4.62	8107	8416	8222	8272	31	34	9.57	10.13	9.59	9.96	91.2	96.5	91.4	95.6	50.8	42.7	NA	NA	14.53	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			452			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				1	NA									NA		NA			247	
1115		4	SLS	Low		NB-310	1/28/2016	12/30/1899 11:06:00		2	11.93	12.22	12.03	11.82	4.59	4.62	4.38	4.67	8222	8272	7867	8358	34	35	9.59	9.96	9.7	10.16	91.4	95.6	92.6	96.7	42.7	46	NA	NA	11.7	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			2730			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			132	
1116		4	SLS	Flooding		NB-1119	1/28/2016	12/30/1899 11:59:00		1	NA	NA	12.01	11.64	10.4	NA	9.83	14.52	NA	NA	16689	23929	81	74	NA	NA	9.77	9.66	NA	NA	96.4	97.4	19.2	16.7	NA	NA	7.7	10											NA			NA		NA					NA		NA				NA																							NA				NA	1				NA								NA	NA			2919			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1117		4	SLS	Flooding		NB-1118	1/28/2016	12/30/1899 12:15:00		1	12.01	11.64	12.11	11.69	9.83	14.52	11.73	12.57	16689	23929	19656	20946	74	80	9.77	9.66	9.56	9.74	96.4	97.4	95.7	97.2	16.7	12.1	NA	NA	7.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			5638			NA	NA					NA			3	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1118		4	SLS	Flooding		NB-1119	1/28/2016	12/30/1899 12:36:00		2	11.8	11.31	12.1	11.77	9.45	12.04	11.63	12.64	16098	20145	19492	21056	88	72	9.81	9.83	9.55	9.75	96.1	96.8	95.6	97.4	11.4	12.3	NA	NA	5.45	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			1943			NA	NA					NA			2	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1119		4	SLS	Flooding		NB-1119	1/28/2016	12/30/1899 12:57:00		3	11.75	11.64	11.78	12.17	8.51	11.34	6.67	20.5	14617	19049	11645	32792	79	75	9.88	9.81	9.45	8.93	96.2	97	91	94.6	11.6	19.6	NA	NA	5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			2160			NA	NA					NA			1	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1120		5	SLS	Flooding		NB-1170	2/2/2016	12/30/1899 7:03:00		1	11.18	11.27	11.33	11.33	8.61	12.4	9.72	12.12	14780	20703	16530	20270	68	50	10.2	10.07	10.14	10.08	98.1	99.4	98.6	99.5	36.7	26.9	NA	NA	12.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			363			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			23	
1121		5	SLS	High		NB-1167	2/2/2016	12/30/1899 7:33:00		1	11.26	12.04	10.86	12.59	9.9	23.34	10.6	25.44	16820	36905	17923	39888	67	80	9.97	9.44	9.66	9.05	96.8	101.5	93.4	99.8	14.2	12.9	NA	NA	22.4	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			547			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	1									NA		NA			81	
1122		5	SLS	Ebbing		NB-1147	2/2/2016	12/30/1899 9:00:00		1	11.18	12.19	11.2	12.61	14.94	25.96	15.7	27.02	24577	40633	25720	42114	94	105	9.61	9	9.57	8.92	96.2	98.7	96.3	99.3	10.5	8.76	NA	NA	21	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			356			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			25	
1123		5	SLS	Ebbing		NB-1133	2/2/2016	12/30/1899 9:36:00		1	11.1	12.65	10.99	12.35	9.99	26.38	11.5	26.61	16951	41219	19313	41556	75	84	9.88	8.92	9.76	8.95	95.6	99.1	95.1	98.9	15.1	13.8	NA	NA	NA	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			6			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1124		5	SLS	Ebbing		NB-1134	2/2/2016	12/30/1899 10:00:00		1	10.96	12.55	10.96	12.42	5.82	25.65	6.15	25.53	10271	40188	10810	40019	64	68	10.19	9.11	10.22	9.08	95.8	100.5	96.2	99.8	25.2	24.4	NA	NA	21	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			1636			NA	NA					NA			1	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			13	
1125		5	SLS	Ebbing		NB-1134	2/2/2016	12/30/1899 10:35:00		2	10.1	9.82	10.66	10.47	11	11.37	10.01	15.36	18556	19139	16999	25229	54	40	10.22	10.15	10.22	9.87	97.3	96.3	98	97.5	32.5	28.6	NA	NA	6.4	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	1			17624			NA	NA					NA			5	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			25	
1126		5	SLS	Flooding		NB-361	2/3/2016	12/30/1899 8:04:00		1	11.57	11.58	11.64	11.57	11.45	14.14	12.13	14.64	19228	23351	20267	24111	40	41	10.86	10.74	10.61	10.34	107.3	107.9	105.4	104.2	26.9	30.9	NA	NA	15	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	2			9			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			77	
1127		5	SLS	Flooding		NB-341	2/3/2016	12/30/1899 8:50:00		1	11.1	11.2	11.11	11.12	9.4	10.18	8.41	10.33	16026	17257	14455	17482	32	37	10.37	10.72	10.69	10.6	100.1	104.2	102.5	102.9	29.5	42	NA	NA	18	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			282			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			212	
1128		5	SLS	High		NB-283	2/3/2016	12/30/1899 10:17:00		1	10.01	9.88	10.26	10.21	5.78	5.8	5.21	6.28	10220	10256	9272	11030	29	30	10.98	11	10.85	10.82	100.9	100.8	100	100.3	50.7	41	NA	NA	17	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			1424			NA	NA					NA			5	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			221	
1129		5	SLS	High		NB-271	2/3/2016	12/30/1899 10:48:00		1	10.3	10.28	10.39	10.36	5.43	5.85	4.55	4.99	9640	10332	8173	8897	35	23	10.95	10.85	10.83	10.84	101.1	100.4	99.7	99.9	36.5	43.3	NA	NA	6.6	10											NA			NA		NA					NA		NA				NA																							NA				NA	1				NA								NA	NA			1863			NA	NA					NA			10	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			582	
1130		5	SLS	Ebbing		NB-252	2/3/2016	12/30/1899 11:30:00		1	10.42	10.41	10.58	10.56	2.19	3.37	3.29	3.29	4115	6159	6025	6025	27	26	10.83	10.89	10.66	10.79	98.2	99.5	97.7	98.9	56.4	55.5	NA	NA	13.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			500			NA	NA					NA			4	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			63	
1131		5	SLS	Ebbing		NB-242	2/3/2016	12/30/1899 11:59:00		1	NA	NA	10.76	10.64	NA	NA	2.35	2.64	NA	NA	4383	4897	28	30	NA	NA	10.94	10.91	NA	NA	100.1	99.7	44.3	45.5	NA	NA	5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			813			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			135	
1132		5	SLS	Ebbing		NB-201	2/3/2016	12/30/1899 12:27:00		1	11.8	11.77	11.75	11.72	0.81	0.81	0.78	0.78	1595	1592	1545	1541	29	30	10.58	10.99	10.62	10.9	98.2	101.9	98.5	101	41.7	41.2	NA	NA	13.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	1				NA								NA	NA			425			NA	NA					NA			81	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			350	
1133		5	SLS	Ebbing		NB-190	2/3/2016	12/30/1899 12:54:00		1	11.14	11.16	10.99	10.97	0.32	0.33	0.27	0.27	653	680	552	554	59	50	10.69	10.92	10.82	11.01	97.4	99.6	98.3	99.9	19.8	19.2	NA	NA	19.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	1				NA								NA	NA			3			NA	NA					NA			122	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			440	
1134		5	SLS	Flooding		NB-1109	2/4/2016	12/30/1899 8:42:00		1	11.19	11.15	11.12	11.11	13.4	13.59	13.46	13.47	22236	22519	22323	22335	76	67	10.12	10.17	9.92	10.07	100.3	100.8	98.2	99.7	15.9	16.3	NA	NA	10.6	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			121			NA	NA					NA			1	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		1			44	
1135		5	SLS	Flooding		NB-1125	2/4/2016	12/30/1899 9:07:00		1	11.28	10.04	11.28	11.28	13.99	14.45	0.86	14.08	23130	23868	1694	23262	76	78	9.9	10.14	10.69	9.98	98.7	98.6	98.1	99.6	15.2	15	NA	NA	11.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			44			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			22	
1136		5	SLS	High		NB-1158	2/4/2016	12/30/1899 9:28:00		1	11.32	11.27	11.29	11.27	14.63	14.67	14.52	14.54	24106	24166	23938	23968	75	70	9.81	10.03	9.74	9.89	98.3	100.4	97.4	98.9	13	11	NA	NA	9.9	10											NA			NA		NA					NA		NA				NA																							NA				NA	1				NA								NA	NA			150			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			20	
1137		5	SLS	High		NB-1172	2/4/2016	12/30/1899 9:56:00		1	10.35	10.4	10.22	10.08	12.57	12.6	12.38	12.55	20986	21021	20692	20962	36	NA	10.12	10.16	9.94	10.21	97.9	98.4	95.7	98.2	59.9	NA	NA	NA	6.6	12											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	1			11149			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			86	
1138		5	SLS	Ebbing		NB-990	2/4/2016	12/30/1899 10:29:00		1	10.33	10.35	10.4	10.41	12.16	12.16	12.01	12	20354	20345	20110	20102	31	30	9.62	9.85	9.76	10	92.9	95.1	94.2	96.6	56	NA	NA	NA	7	10											NA			NA		NA					NA		NA				NA																							3				NA	NA				NA								NA	NA			2791			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			101	
1139		5	SLS	Ebbing		NB-1140	2/4/2016	12/30/1899 11:56:00		1	NA	NA	10.83	10.83	12.3	12.5	11.57	13.82	NA	NA	19427	22887	55	50	NA	NA	10.03	9.97	NA	NA	97.5	98.3	31.5	42.5	NA	NA	5.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			3357			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			34	
1140		5	SLS	Ebbing		NB-1106	2/4/2016	12/30/1899 12:20:00		1	10.63	10.54	10.7	10.71	14.23	14.26	14.09	14.08	23515	23559	23295	23282	39	43	9.93	10.02	9.85	9.91	97.7	98.5	97	97.6	37.4	50.5	NA	NA	4.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	2			9305			NA	NA					NA			2	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			27	
1141		5	SLS	Ebbing		NB-1162	2/4/2016	12/30/1899 12:46:00		1	10.76	10.57	10.8	10.62	14.04	14.12	13.77	13.89	23217	23343	22807	22992	42	35	9.97	10.08	9.97	10.06	98.3	99	98.2	98.7	38.4	40.8	NA	NA	4	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			4848			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			22	
1142		5	SLS	Ebbing		NB-1178	2/4/2016	12/30/1899 13:10:00		1	10.93	10.68	11.02	10.84	13.2	13.31	6.41	12.91	21931	22111	11233	21495	55	48	10.07	10.15	10.41	10.11	99.1	99.5	98.3	99.2	28.5	38.1	NA	NA	6.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			4655			NA	NA					NA			1	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			15	
1143		5	SLS	Ebbing		NB-1128	2/4/2016	12/30/1899 13:35:00		1	11.26	10.99	11.39	11.39	11.93	12.02	11.3	13.67	19971	20118	18999	22641	34	40	10.07	10.14	9.87	9.92	99.1	99.2	96.9	98.9	74.1	49.1	NA	NA	9.95	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	2			3283			NA	NA					NA			1	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			21	
