"ID"	"Date"	"Time"	"Replicate"	"TowDuration"	"Depth"	"Polygon.Station"	"Survey"	"TideText"	"TideHeight"	"BegSurfTemp"	"BegSurfCond"	"BegSurfSalin"	"BegSurfDO%"	"BegSurfDO(mg/L)"	"BegBotTemp"	"BegBotCond"	"BegBotSalin"	"BegBotDO%"	"BegBotDO(mg/L)"	"EndSurfTemp"	"EndSurfCond"	"EndSurfSalin"	"EndSurfDO%"	"EndSurfDO(mg/L)"	"EndBotTemp"	"EndBotCond"	"EndBotSalin"	"EndBotDO%"	"EndBotDO(mg/L)"	"BegSecchi"	"EndSecchi"	"BegNTU"	"EndNTU"	"BegPH"	"EndPH"	"Comments"	"Method"	"ARRGOB"	"BATRAY"	"BAYPIP"	"CALHAL"	"CALTON"	"CHEGOB"	"JACKSM"	"LONMUD"	"LONSME"	"MISSIL"	"NO CATCH"	"NORANC"	"PACHER"	"PACSAN"	"PACSSC"	"PLAMID"	"PRISCU"	"RAIKIL"	"SACSUC"	"SHIGOB"	"SHIPER"	"SHOGOB"	"SPLITT"	"STAFLO"	"STRBAS"	"THRSHA"	"THRSTI"	"TOPSME"	"UNID LARVAL"	"WALSUR"	"WHICRO"	"YELGOB"
"57"	88	"2/7/2015 0:00:00"	"12/30/1899 11:17:00"	1	10	8.52	"SB-420"	"3"	""	""	16.8	7958	5.3	56	5.3	16.4	12112	8.4	46	4.2	16.8	8517	5.7	58	5.4	16.5	10345	7.1	49	4.6	30	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	47.96	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1544
"58"	89	"2/7/2015 0:00:00"	"12/30/1899 12:00:00"	1	10	10.3	"SB-100"	"3"	""	""	16.1	602	0.4	57	5.6	16.3	1159	0.7	59	5.3	16	4677	0.3	54	5.4	15.8	527	0.3	49	4.8	18	NA	NA	NA	NA	NA	"Traditional SBSP station codes may not be the exact same gps location as SLS-OT"	"SLS"	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
"59"	90	"2/7/2015 0:00:00"	"12/30/1899 12:29:00"	1	10	12.35	"SB-120"	"3"	""	""	16.6	1543	0.9	53	5.2	16.6	8943	6.1	49	4.6	16.6	10281	7	52	4.9	17.1	11637	7.9	51	4.7	25	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	31.97	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2198.49
"60"	94	"2/13/2015 0:00:00"	"12/30/1899 7:42:00"	1	10	14.15	"NB-720"	"4"	""	""	13.5	708	0.4	51	5.4	13	782	0.8	52	5.5	13.2	1266	0.8	54	5.7	13.1	1242	0.8	48.7	5.1	20	NA	NA	NA	NA	NA	"Clear skies"	"SLS"	28	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	108
"61"	95	"2/13/2015 0:00:00"	"12/30/1899 8:28:00"	1	10	14.2	"NB-730"	"4"	""	""	13.2	1734	1.2	47	55	13.3	4008	2.8	49	52	13.4	2162	1.5	54	57	13.7	5152	3.6	54	55	25	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	2	0	0	0	63	0	0	0	31	0	0	0	0	0	0	0	0	0	1	0	0	0	0	395
"62"	96	"2/13/2015 0:00:00"	"12/30/1899 9:25:00"	1	10	12.8	"NB-780"	"4"	""	""	13.6	5514	3.9	58	5.9	13.4	5463	3.9	52	5.3	13.9	6090	4.5	50	5.04	14.3	9856	7.1	52	5.11	20	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	732	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216
"63"	97	"2/13/2015 0:00:00"	"12/30/1899 10:15:00"	1	10	11.1	"NB-850"	"4"	""	""	14.4	9599	6.8	57	5.6	14.5	1284	9.4	59	5.7	14.9	13094	9.5	59	5.6	15	12079	8.8	NA	NA	25	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	2944	7.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
"64"	98	"2/13/2015 0:00:00"	"12/30/1899 11:14:00"	1	10	4.4	"NB-1001"	"4"	""	""	15.5	18334	13.5	62	5.7	NA	NA	NA	NA	NA	15.6	18302	13.5	68	6.1	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	3	2	0	0	0	0	2485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	789
"65"	104	"2/14/2015 0:00:00"	"12/30/1899 7:45:00"	1	10	18.15	"NB-140"	"4"	"Flooding"	""	13.4	398.7	0.3	70.4	7.53	13.2	391	0.2	72.5	7.72	13.4	483	0.3	66.2	6.88	12.8	495	0.3	68.6	7.2	45	NA	NA	NA	NA	NA	""	"SLS"	673	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
"66"	105	"2/14/2015 0:00:00"	"12/30/1899 8:55:00"	1	10	13	"NB-201"	"4"	"Flooding"	""	13.9	3456	2.3	64	6.6	14.3	3984	2.7	64.2	6.56	14.6	3857	2.6	62.3	6.71	14.5	4310	2.9	61.7	6.24	40	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	9568	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256
"67"	106	"2/14/2015 0:00:00"	"12/30/1899 10:00:00"	1	10	19	"NB-200"	"4"	"Ebbing"	""	15.3	7127	4.9	57.2	5.57	14.8	9641	6.9	59.7	5.78	15.3	7096	4.9	60.4	5.93	15.2	10261	7.3	64.3	6.17	32	NA	NA	NA	NA	NA	""	"SLS"	11	0	0	0	0	0	0	0	0	0	0	0	4188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	169
"68"	107	"2/14/2015 0:00:00"	"12/30/1899 11:01:00"	1	10	16	"NB-220"	"4"	""	""	17.8	9165	6	53.7	4.92	15.7	13707	9.7	64	5.99	16.1	10100	7	58.4	5.53	15.4	11575	8.2	66.4	6.32	45	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	10144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128
"69"	110	"2/14/2015 0:00:00"	"12/30/1899 13:00:00"	1	10	15	"NB-281"	"4"	"Ebbing"	""	16.7	13150	9.2	61.5	5.61	18.4	13760	9.2	71.9	6.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	"Pond 5 outfall current rinpin'. Didn't move at all"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256
"70"	111	"2/14/2015 0:00:00"	"12/30/1899 13:20:00"	1	10	14	"NB-283"	"4"	"Ebbing"	""	16.5	11953	8.2	62.4	5.61	17.2	13145	9	59.6	5.44	16.2	11645	8.1	73.1	6.66	17.3	12640	8.7	64.7	5.83	20	NA	NA	NA	NA	NA	"Within 10' of Pond 7 water control pipes.  9.33 mg/L, 112.7 %Sat, 15747mS, 11.0 ppt, 17.1°C"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	7840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	928
"71"	112	"2/14/2015 0:00:00"	"12/30/1899 13:44:00"	1	10	9.4	"NB-285"	"4"	""	""	16.2	11645	8.1	62	5.6	17.3	17620	8.7	60	5.4	17.5	10375	6.9	60.9	5.8	18.3	11105	7.3	57.1	5.14	28	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	8672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152
"72"	115	"2/15/2015 0:00:00"	"12/30/1899 8:06:00"	1	10	7.75	"NB-500"	"4"	"Flooding"	""	14.3	3450	2.3	60.5	6.04	NA	NA	NA	NA	NA	14.6	2863	1.9	65.2	6.35	14.7	2893	1.9	59.8	5.91	22	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	3	0	0	0	0	66
"73"	117	"2/15/2015 0:00:00"	"12/30/1899 9:30:00"	1	10	11.05	"NB-530"	"4"	""	""	15.3	4905	3.3	58.1	5.69	15	5162	3.5	64.6	6.29	15.6	4508	3	63	6.08	NA	NA	NA	NA	NA	26	NA	NA	NA	NA	NA	"Caught dead spawned out YELGOB"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	1263	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307
"74"	118	"2/15/2015 0:00:00"	"12/30/1899 10:35:00"	1	10	16.25	"NB-590"	"4"	""	""	16.1	7032	4.7	64.9	6.18	15.9	7797	5.3	68.9	6.57	16.3	6891	4.6	65.2	6.18	17.6	9122	6	71.4	6.48	40	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	9184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448
"75"	119	"2/15/2015 0:00:00"	"12/30/1899 11:27:00"	1	10	11.8	"NB-630"	"4"	""	""	18.3	16505	11.3	69.3	6.1	16.9	17409	12.4	77.2	6.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	"No 2nd waypoint (Didn't move). No upstream movement- no 2nd H20 qual measuremnt"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	112128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256
"76"	120	"3/6/2015 0:00:00"	"12/30/1899 10:49:00"	1	10	4.9	"NB-772"	"5"	"Flooding"	""	14.5	7802	5.5	103	10.32	NA	NA	NA	NA	NA	14.8	9543	6.9	101.2	10.11	NA	NA	NA	NA	NA	31	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	2	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
"77"	121	"3/6/2015 0:00:00"	"12/30/1899 13:52:00"	1	10	10	"NB-840"	"5"	""	""	15.3	18199	13.3	99.6	9.16	14.41	17935	13.6	102.1	9.8	15.6	17859	13.1	106.3	9.93	14.5	18292	13.9	107.4	10.2	41	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224
"78"	122	"3/6/2015 0:00:00"	"12/30/1899 13:13:00"	1	10	13.6	"NB-810"	"5"	""	""	15.1	15435	11.3	99.9	9.44	14.8	15661	11.8	101.9	9.65	15	14869	10.8	99.5	9.51	14.7	15575	11.6	101.8	9.75	26	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
"79"	123	"3/6/2015 0:00:00"	"12/30/1899 12:28:00"	1	10	15	"NB-790"	"5"	""	""	14.9	13462	9.8	98.4	9.45	14.8	13747	10.1	98	9.64	14.9	12063	8.7	100.3	9.65	14.7	13359	9.8	103	10.07	31	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
"80"	125	"3/5/2015 0:00:00"	"12/30/1899 13:44:00"	1	10	4.4	"NB-252"	"5"	""	""	16.4	12304	8.6	110	10.4	NA	NA	NA	NA	NA	15.1	14701	10.8	113	10.8	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	"Fagan Slough, Cable Angle 35 then 19"	"SLS"	0	0	0	0	0	0	0	1	0	0	0	0	128	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
"81"	126	"3/5/2015 0:00:00"	"12/30/1899 13:02:00"	1	10	17.7	"NB-210"	"5"	""	""	14.5	14235	10.6	105	10.2	14.6	14234	10.5	104	10.2	15	14823	10.9	108	10.3	14.9	14862	10.7	108	10.4	45	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	4	0	0	0	0	137	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
"82"	127	"3/5/2015 0:00:00"	"12/30/1899 11:45:00"	1	10	18.7	"NB-190"	"5"	""	""	15	10742	7.7	104	10.1	14.7	11101	8	105	10.3	15.2	11562	8.3	105	10.5	14.7	11101	8	105	10.3	45	NA	NA	NA	NA	NA	"WP290"	"SLS"	0	0	0	0	0	0	0	7	2	0	0	0	108	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
"83"	128	"3/5/2015 0:00:00"	"12/30/1899 11:06:00"	1	10	16.75	"NB-180"	"5"	""	""	15.1	8015	5.6	103	10.1	14.9	9105	6.5	103	10.1	15.4	8913	6.2	106	10.3	15	9444	6.7	105	10.3	35	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
"84"	129	"3/5/2015 0:00:00"	"12/30/1899 10:20:00"	1	10	14.5	"NB-150"	"5"	""	""	14.5	4939	3.4	106	10.7	14.4	5139	3.5	106	10.7	14.7	5178	3.5	106	10.7	14.7	5328	3.7	110	11.1	35	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	5	1	0	0	0	180	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
"85"	130	"3/5/2015 0:00:00"	"12/30/1899 9:07:00"	1	10	14	"NB-140"	"5"	""	""	14	2629	1.8	109	11.3	14	2751	1.8	109	11.3	14.4	4025	2.7	116	11.9	14.5	4091	2.8	117	11.9	40	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	6	0	0	0	0	284	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
"86"	131	"3/5/2015 0:00:00"	"12/30/1899 8:27:00"	1	10	12.5	"NB-120"	"5"	""	""	13.3	1368	0.9	107	11.3	13.8	2608	1.6	103	10.7	13.6	1836	1.3	107	11.2	14	2783	1.9	106	11	45	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	5	2	0	0	0	189	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
"87"	132	"3/5/2015 0:00:00"	"12/30/1899 7:48:00"	1	10	18	"NB-110"	"5"	""	""	12.9	546	0.3	116	12.3	13	773	0.5	113	12.1	13.1	1077	0.7	111.4	11.2	NA	1396	0.9	109	11.5	80	NA	NA	NA	NA	NA	"split 110"	"SLS"	0	0	0	0	0	0	0	3	0	0	0	0	71	0	0	0	294	0	1	0	0	0	0	0	0	0	1	0	0	0	0	10
"88"	133	"3/4/2015 0:00:00"	"12/30/1899 13:28:00"	1	10	11	"NB-630"	"5"	""	""	13.1	18293	14.4	11.2	10.8	11.9	18789	15.3	11.3	11.2	13.1	19257	15.2	11.3	10.9	12.2	19130	15.5	11.3	11.1	40	NA	NA	NA	NA	NA	"OT in wrong direction"	"SLS"	0	0	0	0	0	0	5	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
"89"	134	"3/4/2015 0:00:00"	"12/30/1899 12:51:00"	1	10	13.5	"NB-610"	"5"	""	""	14	16086	12.2	100	9.7	13.2	16299	12.7	102	9.9	12.6	17672	14	107	10.5	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	""	"SLS"	2	0	0	0	0	0	3	0	0	0	0	0	56	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630
"90"	135	"3/4/2015 0:00:00"	"12/30/1899 12:04:00"	1	10	14.6	"NB-600"	"5"	"Flooding"	""	14.4	10568	7.7	97.5	9.6	14.3	10834	7.9	98.3	9.7	14.6	12557	9	101	9.8	13.8	13190	9.9	104	10.2	22	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	1	0	0	0	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	133
"91"	136	"3/4/2015 0:00:00"	"12/30/1899 11:30:00"	1	10	14.3	"NB-590"	"5"	"Flooding"	""	14.1	8625	6.2	98	9.7	14.5	8699	6.2	98	9.7	14.5	8939	6.4	98	9.7	14.2	8933	6.4	98	9.8	25	NA	NA	NA	NA	NA	""	"SLS"	1	0	0	0	0	0	2	3	0	0	0	0	332	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951
"92"	137	"3/4/2015 0:00:00"	"12/30/1899 10:30:00"	1	10	6.6	"NB-570"	"5"	"Flooding"	""	14.1	9714	7.1	101	10.05	NA	NA	NA	NA	NA	14.2	9058	6.5	110.3	11	14.2	NA	6.5	108	10.7	20	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	2	2	0	0	0	0	225	0	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138
"93"	138	"3/4/2015 0:00:00"	"12/30/1899 9:50:00"	1	10	8.2	"NB-560"	"5"	"Flooding"	""	13.8	4801	3.3	94.5	9.7	NA	NA	NA	NA	NA	14	6588	4.7	96.6	9.8	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	1	1	0	0	0	0	114	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92
"94"	139	"3/4/2015 0:00:00"	"12/30/1899 9:09:00"	1	10	6.8	"NB-530"	"5"	"Flooding"	""	13.2	5497	3.9	89.3	9.24	13.2	5499	3.9	90	9.31	13.6	4293	3.4	90.9	9.34	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
"95"	140	"3/4/2015 0:00:00"	"12/30/1899 8:25:00"	1	10	4.25	"NB-510"	"5"	"Flooding"	""	12	5818	4.2	96.5	10.09	NA	NA	NA	NA	NA	12.8	5573	4	91.1	9.49	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	59	0	2	0	1087	0	3	0	0	0	0	0	0	0	1	0	0	0	0	25
"96"	141	"3/6/2015 0:00:00"	"12/30/1899 7:48:00"	1	10	5.9	"NB-700"	"5"	""	""	13.5	3605	2.6	88.9	9.26	NA	NA	NA	NA	NA	13.4	3959	2.8	88.8	9.25	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	1	2	0	0	0	67	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
"97"	142	"3/6/2015 0:00:00"	"12/30/1899 9:50:00"	1	10	11.9	"NB-730"	"5"	""	""	13.9	5520	3.9	90	9.16	13.8	5633	4.1	91.5	9.33	14.1	6307	4.4	97.1	9.85	13.9	6348	4.5	97.1	9.95	36	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	3	0	0	0	0	0	55	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
"98"	143	"3/6/2015 0:00:00"	"12/30/1899 8:34:00"	1	10	6.7	"NB-710"	"5"	""	""	13.4	4208	2.9	87.6	9.13	NA	NA	NA	NA	NA	13.1	4262	3	94.1	9.86	NA	NA	NA	NA	NA	36	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	1	0	0	0	0	21	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"99"	145	"3/7/2015 0:00:00"	"12/30/1899 10:05:00"	1	10	8	"SB-540"	"5"	"Flooding"	"3.3"	16.2	20480	15.6	113.1	10.2	15.5	23227	17.5	110.2	9.87	16.3	22091	16.3	106	9.41	16.1	23300	17.3	106.8	9.46	31	NA	NA	NA	NA	NA	""	"SLS"	12	0	0	0	0	0	2	14	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
"100"	146	"3/7/2015 0:00:00"	"12/30/1899 11:59:00"	1	10	16.7	"SB-150"	"5"	""	"5.84"	16.8	21060	15.3	126.8	11.22	16.6	4088	15.4	126.5	11.23	17	23510	17.1	117	10.21	16.6	22909	16.8	120.7	10.62	30	NA	NA	NA	NA	NA	"No 2nd water qual. No progress down the slough."	"SLS"	53	0	0	0	0	0	3	27	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175
"101"	150	"3/7/2015 0:00:00"	"12/30/1899 12:40:00"	1	10	4	"SB-760"	"5"	""	"6.8"	17.1	20601	14.8	117.6	10.38	NA	NA	NA	NA	NA	16.6	25680	19	115.1	9.98	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	""	"SLS"	23	0	0	0	0	0	4	22	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
"102"	154	"3/8/2015 0:00:00"	"12/30/1899 9:05:00"	1	10	4	"SB-400"	"5"	""	"1.56"	20.6	4177	2.4	94.8	8.39	NA	NA	NA	NA	NA	21.3	3013	1.7	99.7	8.75	NA	NA	NA	NA	NA	70	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
"103"	155	"3/8/2015 0:00:00"	"12/30/1899 9:51:00"	1	10	5.8	"SB-410"	"5"	""	"1.49"	19.9	9625	6.1	112.7	9.9	NA	NA	NA	NA	NA	20.3	7770	4.8	109.9	9.65	NA	NA	NA	NA	NA	49	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
"104"	156	"3/8/2015 0:00:00"	"12/30/1899 10:38:00"	1	10	7	"SB-420"	"5"	""	"1.59"	19.3	9603	6.1	100	8.9	NA	NA	NA	NA	NA	19.6	9743	6.2	105.1	9.3	NA	NA	NA	NA	NA	36	NA	NA	NA	NA	NA	"<9' no bottom H20 qual. SLS-upstream w/current."	"SLS"	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	3	0	0	0	0	183
"105"	157	"3/8/2015 0:00:00"	"12/30/1899 11:26:00"	1	10	5.5	"SB-100"	"5"	""	"2.53"	15.8	7605	5.2	80.2	7.71	NA	NA	NA	NA	NA	16.2	8743	6	84.8	8.04	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	""	"SLS"	35	0	0	0	0	0	1	152	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
"106"	158	"3/8/2015 0:00:00"	"12/30/1899 12:25:00"	1	10	10	"SB-120"	"5"	""	"4.12"	17.9	12759	8.6	103.9	9.37	NA	NA	NA	NA	NA	18.1	12749	8.6	98.7	8.86	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	"Jim opted out on bottom H2O qual."	"SLS"	23	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
"107"	159	"3/8/2015 0:00:00"	"12/30/1899 13:15:00"	1	10	5.8	"SB-700"	"5"	""	"5.34"	18.3	14221	9.6	98.6	8.76	NA	NA	NA	NA	NA	18.1	15572	10.7	103.6	9.19	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	NA	""	"SLS"	136	0	0	0	0	0	4	28	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212
"108"	174	"3/7/2015 0:00:00"	"12/30/1899 8:43:00"	1	10	4.3	"SB-500"	"5"	"Ebbing"	"1.6"	15.8	18148	13.3	109.3	9.68	NA	NA	NA	NA	NA	16.1	17776	12.9	110.2	10.3	NA	NA	NA	NA	NA	34	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
"109"	180	"3/6/2015 0:00:00"	"12/30/1899 12:05:00"	1	10	7.5	"NB-780"	"5"	""	""	14.9	10293	7.3	103.9	10.19	NA	NA	NA	NA	NA	14.8	12063	8.7	102.5	10	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	25	2	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
"110"	181	"2/21/2015 0:00:00"	"12/30/1899 10:15:00"	1	10	7.55	"SB-540"	"4"	""	"1.5"	16.7	17423	14	120	10.7	16.3	20787	15.2	109	9.8	16.5	23272	17.1	73	16.5	16.3	23524	17.4	44	16.5	30	NA	NA	NA	NA	NA	"Only 5 minutes spent on trawl-hit a snag."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
"111"	182	"2/21/2015 0:00:00"	"12/30/1899 11:22:00"	1	10	15.5	"SB-210"	"4"	"Flooding"	"4.11"	16.1	27046	20.4	77	6.7	16	27319	20.7	77	6.8	16	27498	20.8	77	6.8	16	27889	21.2	79	6.9	18	NA	NA	NA	NA	NA	"SLS sample jar label Coy 4 got changed to Coy 5; trawled @ slow speed"	"SLS"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	148
"112"	183	"2/21/2015 0:00:00"	"12/30/1899 12:20:00"	1	10	12.4	"SB-150"	"4"	"Flooding"	"6.07"	16.7	23085	16.9	83	7.3	16.9	22892	16.7	82	7.2	17.6	23745	17.1	73	6.3	17.5	23737	17.1	96	6.6	22	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	64	0	0	0	4	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092
"113"	184	"2/21/2015 0:00:00"	"12/30/1899 13:11:00"	1	10	5.2	"SB-730"	"4"	"Flooding"	"7.49"	16.9	24169	17.7	82	7.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	NA	NA	NA	NA	NA	"1.9 mph"	"SLS"	0	0	0	0	0	0	4	32	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836
"114"	190	"2/21/2015 0:00:00"	"12/30/1899 15:48:00"	1	10	12.2	"SB-500"	"4"	""	""	18.1	24789	18.1	81	7	17	25141	18.4	78	6.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	1	15	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541
"115"	191	"2/22/2015 0:00:00"	"12/30/1899 9:00:00"	1	10	3.7	"SB-400"	"4"	""	"0.47"	19.3	9037	5.7	95.1	8.48	18.6	12535	8.3	96.1	8.57	21.2	2606	1.5	86.5	7.64	19.8	6149	3.8	82.5	7.38	70	NA	NA	NA	NA	NA	""	"SLS"	0	0	0	0	0	0	0	32	0	0	0	0	16	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4672
